ADRESA;x;y;FIRMA;NAZEV
Sbìrná 654, Kutná Hora;15.2756316;49.9580042;Penny Market, s.r.o.;
Zábìlská 1350/60a, Plzeò;13.4262723;49.7586241;Penny Market, s.r.o.;
Bedøicha Nikodema 360/1, Ostrava;18.170202;49.8426706;Penny Market, s.r.o.;
Dvoøákova 4047/8, Hodonín;17.1199824;48.85267839999999;Penny Market, s.r.o.;
Brnìnská 377/55, Hustopeèe;16.7284756;48.9465938;Penny Market, s.r.o.;
Sjednocení 846, Studénka;18.0542935;49.7133091;Penny Market, s.r.o.;
Prosecká 824/80, Praha;14.5072022;50.1221308;Penny Market, s.r.o.;
Tøída Ès. armády 903, Veselí nad Lunicí;14.7118889;49.19109290000001;Penny Market, s.r.o.;
Rudolická 1323, Most;13.6561131;50.5092855;Penny Market, s.r.o.;
Domalická 870, Klatovy;13.28602;49.3955382;Penny Market, s.r.o.;
Kojetická 1370, Neratovice;14.522478;50.2549444;Penny Market, s.r.o.;
Lábkova 1066/40, Plzeò;13.323808;49.74555059999999;Penny Market, s.r.o.;
Luická 1536, Humpolec;15.3571656;49.5459439;Penny Market, s.r.o.;
28. øíjna 1531, Pøelouè;15.5644232;50.0381209;Penny Market, s.r.o.;
Brnìnská 1144/28, ïár nad Sázavou;15.9498625;49.5562615;Penny Market, s.r.o.;
Tepelská 790/28, Mariánské Láznì;12.7067124;49.9477339;Penny Market, s.r.o.;
ikova 1121, Pacov;15.0020656;49.4698138;Penny Market, s.r.o.;
Na Vyhlídce 734, Kaplice;14.4852437;48.7408422;Penny Market, s.r.o.;
U Koupalištì 1081, Chodov;12.7418878;50.24485689999999;Penny Market, s.r.o.;
Husovo nám. 711, Štìtí;14.3729788;50.4513693;Penny Market, s.r.o.;
Praská 286, Písek;14.1361881;49.3155237;Penny Market, s.r.o.;
Prùmyslová 560, Tın nad Vltavou;14.419424;49.2158775;Penny Market, s.r.o.;
Svitavská 1501/29, Moravská Tøebová;16.6537853;49.7567442;Penny Market, s.r.o.;
Krkonošská 640, Tanvald;15.3062853;50.7365839;Penny Market, s.r.o.;
Americká 749, Kladno;14.1226216;50.1260702;Penny Market, s.r.o.;
Palackého 4570/96, Jablonec nad Nisou;15.1567076;50.7446329;Penny Market, s.r.o.;
Osvobozená 695, Klášterec nad Ohøí;13.1939189;50.38911299999999;Penny Market, s.r.o.;
Uherskobrodská 1045, Luhaèovice;17.7410509;49.0930318;Penny Market, s.r.o.;
Plzeòská 989, Rokycany;13.5928926;49.7380972;Penny Market, s.r.o.;
Riegerova 2386/56, Cheb;12.3785971;50.0704015;Penny Market, s.r.o.;
Hejnická 4074, Frıdlant;15.0823123;50.9195201;Penny Market, s.r.o.;
Chebská 897/30, Kynšperk nad Ohøí;12.5311509;50.1132198;Penny Market, s.r.o.;
Jívavská 2434/23, Šternberk;17.2976609;49.7236585;Penny Market, s.r.o.;
Plzeòská 581, Touim;12.985071;50.060504;Penny Market, s.r.o.;
Krušnohorská 1372, Ostrov;12.9419545;50.3055475;Penny Market, s.r.o.;
Hviezdoslavova 1318/8, Brno;16.6764259;49.1822701;Penny Market, s.r.o.;
Pod Šenkem 1906, Frenštát pod Radhoštìm;18.2005643;49.55188949999999;Penny Market, s.r.o.;
K Novému nádraí 2014/7, Velké Meziøíèí;16.0205585;49.3483172;Penny Market, s.r.o.;
U Fortny 49/10, Opava;17.9007451;49.9409216;Spar Èeská obchodní spoleènost, s.r.o.;SPAR Opava (supermarket)
Frıdecká 440, Praha;14.5082761;50.1385407;Spar Èeská obchodní spoleènost, s.r.o.;SPAR Letòany (supermarket)
Znojemská 1383, Tøebíè;15.8851089;49.2027935;Spar Èeská obchodní spoleènost, s.r.o.;INTERSPAR Tøebíè (hypermarket)
Opavská 6201/1A, Ostrava;18.1874178;49.82862249999999;Spar Èeská obchodní spoleènost, s.r.o.;INTERSPAR Ostrava - Poruba (hypermarket)
Dragounská 6/2529, Cheb;12.3677237;50.0715626;Spar Èeská obchodní spoleènost, s.r.o.;INTERSPAR Cheb (hypermarket)
Bardìjovská 3268, Èeská Lípa;14.5476786;50.6882504;Spar Èeská obchodní spoleènost, s.r.o.;SPAR Èeská Lípa (supermarket)
Albertova, Kromìøí;17.3843934;49.29053159999999;Spar Èeská obchodní spoleènost, s.r.o.;SPAR Kromìøí - Albertova (supermarket)
Hradební 5440/1, Jihlava;15.5877456;49.3933881;Spar Èeská obchodní spoleènost, s.r.o.;INTERSPAR Jihlava
Na Radouèi, Mladá Boleslav;14.9055927;50.4300935;Spar Èeská obchodní spoleènost, s.r.o.;INTERSPAR Mladá Boleslav - Radouè (hyper
Nábøeí 463, Bílina;13.771719;50.5511974;Spar Èeská obchodní spoleènost, s.r.o.;INTERSPAR Bílina
Èeskobrodská, Praha;14.5670044;50.0874159;Spar Èeská obchodní spoleènost, s.r.o.;SPAR Jahodnice
Barákova 237/8, Øíèany;14.6590188;49.9985082;Spar Èeská obchodní spoleènost, s.r.o.;SPAR To Go Øíèany
Vyskoèilova 1481/4, Praha;14.4561667;50.047614;Spar Èeská obchodní spoleènost, s.r.o.;SPAR BBCentrum Beta (citymarket)
námìstí Míru 1356/8, Praha;14.4376439;50.0759929;Spar Èeská obchodní spoleènost, s.r.o.;SPAR Námìstí Míru ( citymarket )
Hlavní tøída 3274, Frıdek-Místek;18.3693965;49.6775418;Spar Èeská obchodní spoleènost, s.r.o.;
Mariánská, Praha;14.4375564;50.0201138;Spar Èeská obchodní spoleènost, s.r.o.;SPAR Lhotka (supermarket)
Na Florenci 2116/15, Praha;14.435551;50.0886699;Spar Èeská obchodní spoleènost, s.r.o.;SPAR Florentinum
Pøemyslovcù 2252/1, Novı Jièín;18.0105404;49.5987979;Spar Èeská obchodní spoleènost, s.r.o.;INTERSPAR Novı Jièín
Polská 1201/1, Olomouc;17.2578996;49.5867421;Spar Èeská obchodní spoleènost, s.r.o.;INTERSPAR Olomouc
Plumlovská 456/32, Prostìjov;17.1036374;49.47269379999999;Spar Èeská obchodní spoleènost, s.r.o.;
Budyšínská 1400, Liberec;15.062665;50.775462;Spar Èeská obchodní spoleènost, s.r.o.;
Borská 3215, Èeská Lípa;14.5433154;50.69882459999999;Spar Èeská obchodní spoleènost, s.r.o.;
Øevnická 121/1, Praha;14.2875481;50.053295;Spar Èeská obchodní spoleènost, s.r.o.;
Strakonická 1272, Èeské Budìjovice;14.4686624;48.9936941;Spar Èeská obchodní spoleènost, s.r.o.;
Víta Nejedlého 1063/10, Hradec Králové;15.8531665;50.2121155;Spar Èeská obchodní spoleènost, s.r.o.;
Kpt. Jaroše, Tøebíè;15.885647;49.2240962;Spar Èeská obchodní spoleènost, s.r.o.;
Rokycanská 2656/2, Plzeò;13.4004336;49.7471474;Spar Èeská obchodní spoleènost, s.r.o.;
Kpt. Jaroše 375/31, Karlovy Vary;12.8409924;50.2268558;Spar Èeská obchodní spoleènost, s.r.o.;
Barákova 237/8, Øíèany;14.6590188;49.9985082;Spar Èeská obchodní spoleènost, s.r.o.;
eletická 707/5, Litomìøice;14.1367992;50.5259672;Spar Èeská obchodní spoleènost, s.r.o.;
Oceláøská 2420/2a, Praha;14.4885149;50.104046;Spar Èeská obchodní spoleènost, s.r.o.;
Podìbradská 297, Pardubice;15.7630693;50.056359;Spar Èeská obchodní spoleènost, s.r.o.;
Švehlova 1391/32, Praha;14.5171881;50.0532812;Spar Èeská obchodní spoleènost, s.r.o.;
Tkalcovská 869/1, Brno;16.6279023;49.200413;Spar Èeská obchodní spoleènost, s.r.o.;
Brnìnská 2937/21, Znojmo;16.0660108;48.84616920000001;Spar Èeská obchodní spoleènost, s.r.o.;
Ve Vaòkovce 1, Brno;16.6137428;49.1888514;Spar Èeská obchodní spoleènost, s.r.o.;
elivského 5050/2, Jablonec nad Nisou;15.1609321;50.7357271;Spar Èeská obchodní spoleènost, s.r.o.;
Chınovská 3049, Tábor;14.686798;49.4084468;Spar Èeská obchodní spoleènost, s.r.o.;
Velebudická 1352, Most;13.6537125;50.4888367;Spar Èeská obchodní spoleènost, s.r.o.;
námìstí Svobody, Teplice;13.8235393;50.640679;Spar Èeská obchodní spoleènost, s.r.o.;
Náves 671, Zlín;17.6349047;49.2226217;Spar Èeská obchodní spoleènost, s.r.o.;
Nákupní 389/1, Praha;14.5421691;50.072593;Spar Èeská obchodní spoleènost, s.r.o.;
Nádraní 681/2a, Brno;16.6125584;49.1916789;Spar Èeská obchodní spoleènost, s.r.o.;
Nákladní 3201, Teplice;13.8226408;50.6454895;Spar Èeská obchodní spoleènost, s.r.o.;
Hradišská, Staré Mìsto;17.4508194;49.0751616;Spar Èeská obchodní spoleènost, s.r.o.;
Vídeòská 815/89a, Brno;16.59754;49.1765935;Spar Èeská obchodní spoleènost, s.r.o.;
Na Pankráci 86, Praha;14.4391031;50.0511586;Spar Èeská obchodní spoleènost, s.r.o.;
Jièínská 1349, Mladá Boleslav;14.9361678;50.4121289;Spar Èeská obchodní spoleènost, s.r.o.;
Horní 283/87, Ostrava;18.248044;49.7702994;Spar Èeská obchodní spoleènost, s.r.o.;
Borská 3215, Èeská Lípa;14.5433154;50.69882459999999;Spar Èeská obchodní spoleènost, s.r.o.;
Krkonošská, Trutnov;15.8835032;50.5822203;Tesco Stores ÈR, a.s.;Hypermarket Tesco 5K Extra Trutnov
tøída 3. kvìtna 1170, Zlín;17.5724719;49.2037246;Tesco Stores ÈR, a.s.;Hypermarket Tesco Centro Zlín
U Vodojemu 992, Bechynì;14.4761898;49.3029512;Tesco Stores ÈR, a.s.;Supermarket Tesco Bechynì
Nádraní 2590, Písek;14.1451124;49.2965065;Tesco Stores ÈR, a.s.;Hypermarket Tesco Písek
Štemberkova 1698, Rychnov nad Knìnou;16.2762677;50.1558465;Tesco Stores ÈR, a.s.;Hypermarket Tesco Rychnov nad Knìnou
Smetanovy sady 2152, Jirkov;13.4464722;50.5004304;Tesco Stores ÈR, a.s.;Hypermarket Tesco Jirkov
Frıdecká 77, Tøinec;18.6597169;49.6711458;Tesco Stores ÈR, a.s.;Hypermarket Tesco Tøinec
Prùmyslová 275, Zápy;14.6643024;50.1758684;Tesco Stores ÈR, a.s.;Hypermarket Tesco Brandıs nad Labem
Jáchymovská, Ostrov;12.9442989;50.3114712;Tesco Stores ÈR, a.s.;Hypermarket Tesco Ostrov - zkušební prov
Dr.Milady Horákové 10, Chrudim;15.8022609;49.9369111;Tesco Stores ÈR, a.s.;Hypermarket Tesco Chrudim
Jabloòová 3000/15, Praha;14.4976145;50.0568621;Tesco Stores ÈR, a.s.;Supermarket Tesco Jabloòová
Chebská, Aš;12.203676;50.210264;Tesco Stores ÈR, a.s.;Hypermarket Tesco Aš
Hrádecká, Sušice;13.5208615;49.2397133;Tesco Stores ÈR, a.s.;Hypermarket Tesco Sušice - zkušební prov
Mukaøovského 2590/2, Praha;14.3228017;50.0453201;Tesco Stores ÈR, a.s.;Supermarket Tesco Praha Luka
Alešova 3083, Dvùr Králové nad Labem;15.8098597;50.4251529;Tesco Stores ÈR, a.s.;Hypermarket Tesco Dvùr Králové nad Labem
Chomutovská 210, Klášterec nad Ohøí;13.1712929;50.3844613;Tesco Stores ÈR, a.s.;Supermarket Tesco Klášterec nad Ohøí
Hegerova 1120, Polièka;16.2781953;49.7196629;Tesco Stores ÈR, a.s.;Supermarket Tesco Polièka
Plzeòská 916, Planá;12.7358113;49.8633171;Tesco Stores ÈR, a.s.;Supermarket Tesco Planá u Mariánskıch Lá
Jablunkovská 2041/38, Èeskı Tìšín;18.619674;49.7389008;Tesco Stores ÈR, a.s.;Hypermarket Tesco Èeskı Tìšín
tø. 17. listopadu 3170/41, Pøerov;17.4570603;49.4532829;Tesco Stores ÈR, a.s.;Supermarket Tesco Pøerov
Tovární, Chodov;12.7442088;50.2386698;Tesco Stores ÈR, a.s.;Supermarket Tesco Chodov, zkušební provoz
Mlınská, Tišnov;16.4210396;49.3482896;Tesco Stores ÈR, a.s.;Hypermarket Tesco Tišnov
Toušeòská 2042, Èelákovice;14.7273649;50.1322571;Tesco Stores ÈR, a.s.;Hypermarket Tesco Èelákovice
Podkrušnohorská, Litvínov;13.5988968;50.5993837;Tesco Stores ÈR, a.s.;Hypermarket Tesco Litvínov
Šumperská 527, Unièov;17.1220601;49.7760897;Tesco Stores ÈR, a.s.;Hypermarket Tesco Unièov
Èernokostelecká 2270/22, Øíèany;14.6582559;50.0026287;Tesco Stores ÈR, a.s.;Hypermarket Tesco Øíèany
Cihláøská 1516, Ústí nad Orlicí;16.4004332;49.9786052;Tesco Stores ÈR, a.s.;Hypermarket Tesco Ústí nad Orlicí
Nová 1016, Horní Slavkov;12.7968238;50.13557489999999;Tesco Stores ÈR, a.s.;Supermarket Tesco Horní Slavkov
Domoradická 299, Èeskı Krumlov;14.3347083;48.8237365;Tesco Stores ÈR, a.s.;Hypermarket Tesco Èeskı Krumlov
Lidická 3341/137, Bøeclav;16.9015065;48.7802725;Tesco Stores ÈR, a.s.;Hypermarket Tesco Bøeclav
Bìlohorská 161, Brno;16.661348;49.1901829;Tesco Stores ÈR, a.s.;Supermarket Tesco Brno Juliánov
Husova, atec;13.5367319;50.3174696;Tesco Stores ÈR, a.s.;Hypermarket Tesco atec
Dr. Hajného 1274, Vodòany;14.1822072;49.1477216;Tesco Stores ÈR, a.s.;Supermarket Tesco Vodòany
Chebská, Mariánské Láznì;12.6927473;49.9641733;Tesco Stores ÈR, a.s.;Hypermarket Tesco Mariánské Láznì
Cimburkova 540/4, Brno;16.6093633;49.2181067;Tesco Stores ÈR, a.s.;Hypermarket Tesco Brno Královo Pole
Kafkova 1223/8, Olomouc;17.228168;49.5753704;Tesco Stores ÈR, a.s.;Hypermarket Tesco Olomouc Haná
Velehradská 3254/105, Kromìøí;17.388697;49.2844136;Tesco Stores ÈR, a.s.;Hypermarket Tesco Kromìøí
Sjízdná 5554/2a, Ostrava;18.2015167;49.8280086;Tesco Stores ÈR, a.s.;Hypermarket Tesco
Lidická, Roztoky;14.3846124;50.16137579999999;Tesco Stores ÈR, a.s.;Hypermarket Tesco Roztoky
Bílı kopeèek 259, Skuteè;15.9906508;49.851905;Tesco Stores ÈR, a.s.;Supermarket Tesco Skuteè
Sportovní 1699, Pøelouè;15.5648854;50.0412316;Tesco Stores ÈR, a.s.;Hypermarket Tesco
Štefánikova, Rajhrad;16.5996025;49.0906207;Tesco Stores ÈR, a.s.;Supermarket Tesco Rajhrad
Sokolovská 2164, Tachov;12.6385314;49.8033593;Tesco Stores ÈR, a.s.;Hypermarket Tesco Tachov
Obchodní 2554/1, Šternberk;17.290349;49.717824;Tesco Stores ÈR, a.s.;Hypermarket Tesco Šternberk
Sjednocení, Studénka;18.0594872;49.7151911;Tesco Stores ÈR, a.s.;Supermarket Tesco Studénka
Husova, Jaromìø;15.9136707;50.3522421;Tesco Stores ÈR, a.s.;Hypermarket Tesco Jaromìø
Jana Buchara 986, Jilemnice;15.5065606;50.6053659;Tesco Stores ÈR, a.s.;Supermarket Tesco Jilemnice
1. máje 1043, Zruè nad Sázavou;15.0987835;49.7465614;Tesco Stores ÈR, a.s.;Supermarket Tesco Zruè nad Sázavou
námìstí 28. øíjna 1610/1, Hradec Králové;15.8177076;50.2129803;Tesco Stores ÈR, a.s.;OD Tesco Hradec Králové
námìstí 14. øíjna 83/15, Praha;14.4066804;50.0739227;Tesco Stores ÈR, a.s.;Supermarket Tesco Praha Smíchovská trni
Nádraní 747, Kdynì;13.0365846;49.3876542;Tesco Stores ÈR, a.s.;Supermarket Tesco Kdynì
Sportovní 1610, Pohoøelice;16.520104;48.9789993;Tesco Stores ÈR, a.s.;Hypermarket Tesco Pohoøelice
Hlavní 345, Sulice;14.5701609;49.9259456;Tesco Stores ÈR, a.s.;Hypermarket Tesco elivec
Americká 2186/47, Plzeò;13.3846339;49.7445183;Tesco Stores ÈR, a.s.;OD Tesco Plzeò
tø. 17. listopadu 883/2a, Karviná;18.5532874;49.8460206;Tesco Stores ÈR, a.s.;Hypermarket Karviná
28. øíjna 985/14, Mikulov;16.627356;48.8037766;Tesco Stores ÈR, a.s.;Hypermarket Mikulov
Rybáøská 2481, Uherskı Brod;17.6558354;49.02260279999999;Tesco Stores ÈR, a.s.;Hypermarket Uherskı Brod
Praská 2494/15, Cheb;12.3790424;50.0820454;Tesco Stores ÈR, a.s.;Hypermarket Tesco Cheb
Dr. E. Beneše 642, Èeská Tøebová;16.4401398;49.91184639999999;Tesco Stores ÈR, a.s.;Hypermarket Èeská Tøebová
Tø. Maršála Malinovského 1304, Uherské Hradištì;17.4684359;49.0615483;Tesco Stores ÈR, a.s.;Hypermarket Uherské Hradištì
Veltruská 815, Kralupy nad Vltavou;14.3177574;50.2531773;Tesco Stores ÈR, a.s.;Hypermarket Kralupy nad Vltavou
Pøetlucká 3295/50, Praha;14.5108705;50.07077779999999;Tesco Stores ÈR, a.s.;Hypermarket Praha - Skalka
Novodvorská 994/138, Praha;14.430769;50.0276219;Tesco Stores ÈR, a.s.;Hypermarket Tesco Novo Plaza
Na Vısluní 1368, Neratovice;14.5133741;50.2522744;Tesco Stores ÈR, a.s.;Supermarket Tesco Neratovice
Teplická 345, Dìèín;14.1526259;50.7812371;Tesco Stores ÈR, a.s.;Supermarket Tesco Dìèín - Bynov
Píseèná 5376, Chomutov;13.4376751;50.4850234;Tesco Stores ÈR, a.s.;Supermarket Tesco Chomutov
Veslaøská 3430, Mìlník;14.4907199;50.34613700000001;Tesco Stores ÈR, a.s.;Supermarket Tesco Mìlník
Okruní, Vlašim;14.9048644;49.7007509;Tesco Stores ÈR, a.s.;Hypermarket Tesco Vlašim, zkušební provo
Masarykovo námìstí 25, Bìlá pod Bezdìzem;14.8030154;50.5024819;Tesco Stores ÈR, a.s.;Supermarket Tesco
Vrchlického 830/41, Liberec;15.0602878;50.7843183;Tesco Stores ÈR, a.s.;Supermarket Tesco Liberec
V Kaštánkách, Peèky;15.0303625;50.0934588;Tesco Stores ÈR, a.s.;Supermarket Tesco Peèky
1. máje, Habartov;12.5503121;50.1832893;Tesco Stores ÈR, a.s.;Supermarket Tesco Habartov
Palackého 520, Holešov;17.5561124;49.3249293;Tesco Stores ÈR, a.s.;Hypermarket Tesco Holešov
Kvítková 4352, Zlín;17.6688706;49.22720229999999;Tesco Stores ÈR, a.s.;Supermarket Tesco
Sušická, Vimperk;13.778484;49.058831;Tesco Stores ÈR, a.s.;Supermarket Tesco
Farského 4732, Chomutov;13.4143266;50.46198889999999;Tesco Stores ÈR, a.s.;Supermarket Tesco Chomutovka
Nádraní, Èerèany;14.7017081;49.8498275;Tesco Stores ÈR, a.s.;Supermarket Tesco Èerèany
Marie Majerové 2241, Sokolov;12.6694516;50.1755018;Tesco Stores ÈR, a.s.;Hypermarket Tesco Sokolov
Dráby 936, Vysoké Mıto;16.1663618;49.943611;Tesco Stores ÈR, a.s.;Hypermarket Tesco Vysoké Mıto
Skandinávská 128/2, Brno;16.6268351;49.157532;Tesco Stores ÈR, a.s.;Extra Brno Dolní Heršpice
Cihelní 1345/2, Bruntál;17.4571922;49.9855625;Tesco Stores ÈR, a.s.;Supermarket Bruntál
Budìjovická 650, Veselí nad Lunicí;14.6920669;49.1803828;Tesco Stores ÈR, a.s.;Supermarket Veselí
Osvobození 540, Stochov;13.9627034;50.14819869999999;Tesco Stores ÈR, a.s.;Supermarket Stochov
Kojetínská 3133/10, Pøerov;17.4433682;49.4499302;Tesco Stores ÈR, a.s.;Hypermarket Pøerov
Rudolická 1706/4, Most;13.6512531;50.5106526;Tesco Stores ÈR, a.s.;Hypermarket Most
Lidická 795, Tøinec;18.6783426;49.6684148;Tesco Stores ÈR, a.s.;Supermarket Tøinec
Velenická 72/2, Praha;14.4870372;50.0136534;Tesco Stores ÈR, a.s.;Supermarket Kunratice
Rokycanská 1385/130, Plzeò;13.4370082;49.7458336;Tesco Stores ÈR, a.s.;Extra Plzeò
Masarykovo námìstí 1950, Pardubice;15.7672408;50.0364288;Tesco Stores ÈR, a.s.;Obchodní dùm Pardubice
Koneèná 441/25, Drovice;17.1285851;49.4839107;Tesco Stores ÈR, a.s.;Hypermarket Drovice
Vodárenská 3653, Mìlník;14.4840484;50.3542851;Tesco Stores ÈR, a.s.;Hypermarket Mìlník
Sobìslavská 3038, Tábor;14.6845451;49.3971166;Tesco Stores ÈR, a.s.;Hypermarket Tábor
Tìšínská 2914/44, Opava;17.9178141;49.9319144;Tesco Stores ÈR, a.s.;Hypermarket Opava
tø. 17. listopadu 883/2a, Karviná;18.5532874;49.8460206;Tesco Stores ÈR, a.s.;Hypermarket Karviná
Èechova 929/26, Pøerov;17.455455;49.4503703;Tesco Stores ÈR, a.s.;Supermarket Pøerov
Chebská 370/81a, Karlovy Vary;12.8247356;50.22600019999999;Tesco Stores ÈR, a.s.;Hypermarket Karlovy Vary
Skandinávská 144/25, Praha;14.2954586;50.0495422;Tesco Stores ÈR, a.s.;Extra Praha Zlièín
Brnìnská 4971/74, Jihlava;15.6096065;49.3963152;Tesco Stores ÈR, a.s.;Hypermarket Jihlava
Hradecká 1141, Jièín;15.3691486;50.4354403;Tesco Stores ÈR, a.s.;Hypermarket Jièín
V Kasárnách 1019, Kolín;15.1906555;50.032337;Tesco Stores ÈR, a.s.;Hypermarket Kolín
Pøíborská 2270, Frıdek-Místek;18.3268838;49.6706019;Tesco Stores ÈR, a.s.;Hypermarket Frıdek-Místek
Ústecká 1905/8, Dìèín;14.2054731;50.7702693;Tesco Stores ÈR, a.s.;Hypermarket Dìèín
eleznièáøù 1303/8, Havíøov;18.4197989;49.79145459999999;Tesco Stores ÈR, a.s.;Hypermarket Havíøov
Dukelská 435/13, Litovel;17.074098;49.7057253;Tesco Stores ÈR, a.s.;Supermarket Tesco Litovel
Italská 705, Milovice;14.8794661;50.2272228;Tesco Stores ÈR, a.s.;Supermarket Tesco Milovice
Brandlova 1640/2, Praha;14.5144817;50.0323034;Tesco Stores ÈR, a.s.;Supermarket Tesco Brandlova
Masarykova 873, Valašské Meziøíèí;17.9628395;49.4852299;Tesco Stores ÈR, a.s.;Hypermarket Tesco Valašské Meziøíèí
Mysliboøská 299, Telè;15.4654657;49.18617829999999;Tesco Stores ÈR, a.s.;Supermarket Tesco Telè
Praská 814/23, Rumburk;14.5580825;50.9473001;Tesco Stores ÈR, a.s.;Supermarket Tesco Rumburk
Bílkova 270, Podìbrady;15.1065421;50.1348359;Tesco Stores ÈR, a.s.;Hypermarket Tesco Podìbrady
Hrádecká, Slavièín;17.8881914;49.0788722;Tesco Stores ÈR, a.s.;Supermarket Tesco Slavièín
Obchodní 879, Sobìslav;14.7135925;49.26340339999999;Tesco Stores ÈR, a.s.;Supermarket Tesco Sobìslav
Nádraní 228/2, Kopøivnice;18.2217043;49.5435738;Tesco Stores ÈR, a.s.;Hypermarket Tesco Kopøivnice
eická 598, Pøíbram;13.9883647;49.6709216;Tesco Stores ÈR, a.s.;Hypermarket Tesco Pøíbram
Netroufalky 770, Brno;16.5659122;49.1768502;Tesco Stores ÈR, a.s.;Hypermarket Tesco Brno Bohunice
Skláøská 333, Sázava;14.9039133;49.8758582;Tesco Stores ÈR, a.s.;Supermarket Tesco Sázava
Domalická 909, Klatovy;13.2858263;49.3928975;Tesco Stores ÈR, a.s.;Hypermarket Tesco Klatovy
Havlíèkova 1842, Chotìboø;15.6710415;49.7206138;Tesco Stores ÈR, a.s.;Hypermarket Tesco Chotìboø
Oslavanská 1548, Ivanèice;16.3639397;49.1055335;Tesco Stores ÈR, a.s.;Supermarket Tesco Ivanèice
Opavská 774/91, Ostrava;18.1684895;49.8341512;Tesco Stores ÈR, a.s.;Supermarket Tesco Expres Ostrava
Dukelská, Šenov u Nového Jièína;17.9979573;49.6109239;Tesco Stores ÈR, a.s.;Hypermarket Tesco Novı Jièín
Národní 63/26, Praha;14.4194829;50.082309;Tesco Stores ÈR, a.s.;Obchodní dùm MY Národní
Olbrachtova 808/2, Liberec;15.0905218;50.7609252;Tesco Stores ÈR, a.s.;Supermarket Tesco Liberec
Seifertova 574, Ústí nad Labem;14.1094257;50.67593129999999;Tesco Stores ÈR, a.s.;Supermarket Tesco Ústí nad Labem
Boøkovská 574, Semily;15.3271851;50.59876;Tesco Stores ÈR, a.s.;Supermarket Tesco Semily
Zámecká 1100, Šluknov;14.4543219;51.0044422;Tesco Stores ÈR, a.s.;Supermarket Tesco Šluknov
Neklanova 2693, Roudnice nad Labem;14.2392912;50.4245436;Tesco Stores ÈR, a.s.;Supermarket Tesco Roudnice nad Labem
Tøeboòská 1002/91, Karlovy Vary;12.8488861;50.2389389;Tesco Stores ÈR, a.s.;Supermarket Tesco Karlovy Vary
Obchodní 663, Štìtí;14.3743213;50.4533603;Tesco Stores ÈR, a.s.;Supermarket Tesco Štìtí
Dìèínská 246, Benešov nad Plouènicí;14.2951578;50.741431;Tesco Stores ÈR, a.s.;Supermarket Tesco Benešov nad Plouènicí
Husova 661/1, Mimoò;14.7287735;50.65373779999999;Tesco Stores ÈR, a.s.;Supermarket Tesco Mimoò
Tø. T. G. Masaryka 830, Novı Bor;14.5551561;50.7577148;Tesco Stores ÈR, a.s.;Supermarket Tesco Novı Bor
495, Rokytnice nad Jizerou;15.450822;50.7287697;Tesco Stores ÈR, a.s.;Supermarket Tesco Rokytnice nad Jizerou
Skálova 92, Turnov;15.1574601;50.5879483;Tesco Stores ÈR, a.s.;Supermarket Tesco Turnov
Sídlištì Za Chlumem 822, Bílina;13.7862205;50.5532209;Tesco Stores ÈR, a.s.;Supermarket Tesco Bílina
Mohylová 1139/55, Plzeò;13.4186944;49.7546781;Tesco Stores ÈR, a.s.;Supermarket Tesco Plzeò
J. Boreckého 1590, Èeské Budìjovice;14.4586254;48.9863509;Tesco Stores ÈR, a.s.;Hypermarket Tesco Èeské Budìjovice
Vídeòská 100/117, Brno;16.6021921;49.1560988;Tesco Stores ÈR, a.s.;Hypermarket Tesco Brno Dolní Heršpice
Brnìnská 1825/23a, Hradec Králové;15.8489385;50.1970122;Tesco Stores ÈR, a.s.;Hypermarket Tesco Hradec Králové Futurum
Novináøská 3178/6b, Ostrava;18.2641651;49.8327313;Tesco Stores ÈR, a.s.;Hypermarket Tesco Ostrava Futurum
U Letištì 1074/2, Plzeò;13.3432728;49.7282433;Tesco Stores ÈR, a.s.;Hypermarket Tesco Plzeò Borská Pole
Radlická 233/1b, Praha;14.4011525;50.0721476;Tesco Stores ÈR, a.s.;Hypermarket Tesco Praha Novı Smíchov
U Slavie 1527/3, Praha;14.4693994;50.0681641;Tesco Stores ÈR, a.s.;Hypermarket Tesco Praha Eden
Havíøská 352/17, Ústí nad Labem;13.9745359;50.68988179999999;Tesco Stores ÈR, a.s.;Hypermarket Tesco Ústí nad Labem Všeboøi
Dornych 404/4, Brno;16.6129339;49.1895149;Tesco Stores ÈR, a.s.;OD Tesco Brno
Chrudichromská, Boskovice;16.6464869;49.49576769999999;Tesco Stores ÈR, a.s.;Hypermarket Tesco Boskovice
Hejnická 1136, Frıdlant;15.0805562;50.9203594;Tesco Stores ÈR, a.s.;Supermarket Tesco Frıdlant
Hlavní 1114, Zubøí;18.0917942;49.464045;Tesco Stores ÈR, a.s.;Supermarket Tesco Zubøí
Luenská 2725/II, Rakovník;13.7357603;50.11064529999999;Tesco Stores ÈR, a.s.;Hypermarket Tesco Rakovník
nám. Soukenné 669/2a, Liberec;15.0562737;50.765612;Tesco Stores ÈR, a.s.;obchodní dùm MY Liberec
Osecká 1317, Duchcov;13.7403276;50.6110134;Tesco Stores ÈR, a.s.;Supermarket Tesco Duchcov
1. máje 18, Mohelnice;16.9309191;49.7767209;Tesco Stores ÈR, a.s.;Hypermarket Tesco Mohelnice
