X,Y,NAZEV,ULICE_x,OBEC_x,ICOFIR,FIRMA40A
14.100937306194911,50.142797235985753,,Václava Rabase 869,Kladno,71024271,Martin Churý
18.342699380954166,49.67967984546339,,Malý Koloredov 811,Frýdek-Místek,48766224,Martin Klar
15.277124113070137,50.769382998305687,,58,Albrechtice v Jizerských horách,48698288,Martin Lukavec
14.705076945054907,49.186736397367653,,Třída Čs. armády 830,Veselí nad Lužnicí,1491997,Martin Pražák
14.695050688242787,49.375742538319216,,Pod Kovosvitem 1108,Sezimovo Ústí,1491997,Martin Pražák
16.181383081016136,50.462942111403166,,Krausova 316,Velké Poříčí,62717243,Martin Suk
16.183452142739384,50.463506881206875,,Krausova 459,Velké Poříčí,62717243,Martin Suk
16.18139288797278,50.481320018314683,,Jiráskova 81,Hronov,62717243,Martin Suk
16.912439714261566,49.907545672433827,Denní bar O.S.A.Po.,Komenského 11,Postřelmov,13004832,Martin Urbánek
16.912439714261566,49.907545672433827,,Komenského 11,Postřelmov,13004832,Martin Urbánek
14.501261641181323,50.135050240024427,TESCO LETŇANY,Veselská 663,Praha,14976064,Martin Vorel
14.061591517495438,49.89567290485482,RIO,151,Suchomasty,16964144,Martina Braná
16.157034534546284,50.290627513132719,,Opočenská 81,Dobruška,48605140,Martina Debnárová
17.655257766596705,49.024019653817064,,Neradice 369,Uherský Brod,74757377,Martina Jahodová
14.138273284890056,50.313127982687853,SMÍŠENÉ ZBOŽÍ,20,Poštovice,71873571,Martina Kroutilová
15.981930701674505,50.203295695406126,,Kubelíkova 799,Třebechovice pod Orebem,66790042,Martina Linková
14.376331779667812,50.160593227476298,,Lidická 1348,Roztoky,62462792,Martina Piskáčková
15.779272010482941,50.038282311048718,,Pernštýnské náměstí 61,Pardubice,70163448,Martina Stará
14.796468320056039,50.367223345586588,,Boleslavská 237,Bezno,43786791,Martina Zejvalová
13.514519703776784,49.139931133828668,,Náměstí Svobody 6,Rejštejn,18236260,"Maschinex, s.r.o. v likvidaci"
15.269413727873324,49.951544925407255,,Andělská 688,Kutná Hora,66757916,Max Thieme
15.57773886203878,49.611684517602185,,Dobrovského 2915,Havlíčkův Brod,48151581,"Medikahavlíčkův Brod, s.r.o."
17.163694363945456,49.109796835037031,,Nádražní 437,Koryčany,26253593,"Merlin No.3., s.r.o."
16.980148492504149,48.829257388018625,,280,Prušánky,26253593,"Merlin No.3., s.r.o."
17.129744394777859,49.092306843361527,,38,Koryčany,26253593,"Merlin No.3., s.r.o."
17.203808792679347,49.245378129908545,,Náměstí 39,Morkovice-Slížany,26253593,"Merlin No.3., s.r.o."
14.0441519445457,50.406429604157843,,náměstí 5. května 60,Libochovice,25450239,"Mery Services, s.r.o."
16.221963460435788,50.000853697918004,,Dolní 268,Choceň,25927299,"Mexin Market, s.r.o."
14.738291293249757,48.763012330408166,,94,Horní Stropnice,18274790,Mgr. Eduard Felenda
16.157851845076877,50.291763232086822,,Pulická 99,Dobruška,48614149,Mgr. Josef Hradecký
16.275777575709522,50.164202516944947,,Panská 23,Rychnov nad Kněžnou,48614149,Mgr. Josef Hradecký
16.161054536062281,50.292231458410868,,nám. F. L. Věka 38,Dobruška,48614149,Mgr. Josef Hradecký
14.668653705082093,50.129207881530483,,Platanová 672,Zeleneč,40827518,Mgr. Martina Fialová
18.141727735355534,49.457838811942914,,Masarykovo náměstí 39,Rožnov pod Radhoštěm,63358930,Mgr. Michal Krawiec
18.525115008130204,49.702761637326553,,1,Třanovice,63358930,Mgr. Michal Krawiec
15.187886594882189,50.026121133687816,,Benešova 639,Kolín,48657298,Mgr. Vladimír Zeman
16.321028024449735,49.872270684426979,,Příčná 169,Litomyšl,45560714,Michael Pikna
14.580661149663133,50.61292464849582,,157,Jestřebí,49167154,Michaela Najmanová
15.123816794301444,50.065295566516667,,Palackého 423,Velim,41974824,Michal Jeřábek
15.144855311543818,50.051849683723773,,Václavské náměstí 32,Nová Ves I,41974824,Michal Jeřábek
15.122031540528519,50.063400115394742,,Palackého 544,Velim,41974824,Michal Jeřábek
15.188942687232496,50.021844068689852,,Rimavské Soboty 923,Kolín,41974824,Michal Jeřábek
15.187886594882189,50.026121133687816,,Benešova 639,Kolín,41974824,Michal Jeřábek
13.769706861664208,50.728773334966533,čerpací stanice OMV,293,Dubí,16381181,Michal Zvolenský
18.622243466953655,49.668508355068781,,28,Třinec,49611275,"Michalkovická pekárna, s.r.o."
18.677349325839376,49.670680078139227,,Komenského 392,Třinec,49611275,"Michalkovická pekárna, s.r.o."
16.021311138406165,48.832740913596382,,148,Znojmo,45445605,Milan Blahůšek
14.166163892115325,50.187455097847447,,Slánská 182,Brandýsek,45849030,Milan Böhm
15.436362843205247,49.648578989950984,,153,Nová Ves u Světlé,14539802,Milan Hart
15.276667758373588,49.700089034087917,,Zdeňka Fibicha 788,Ledeč nad Sázavou,14539802,Milan Hart
15.383181173178095,49.628115411283353,,287,Dolní Město,14539802,Milan Hart
15.38377243621739,49.722608557428387,,61,Ovesná Lhota,14539802,Milan Hart
15.383719050690251,49.627761315244143,,65,Dolní Město,14539802,Milan Hart
15.474603373050506,49.634622458094881,,60,Okrouhlice,14539802,Milan Hart
14.639766659620067,50.784855355211185,,Ústavní 529,Cvikov,43207693,Milan Houfek
14.548438538594381,50.767931604907453,,Gen. Svobody 323,Nový Bor,43207693,Milan Houfek
13.954412027673628,48.788616107385735,,47,Nová Pec,42378214,Milan Kaňka
14.544822418014613,49.020185279230397,,86,Libníč,42378214,Milan Kaňka
14.478861321455417,49.019738508745071,,Těšínská 9,Hrdějovice,42378214,Milan Kaňka
16.224731121554171,49.292806547447412,,Vlkovská 418,Velká Bíteš,12155721,Milan Kučera
16.151343379350664,49.206787874390308,,Nádražní 669,Náměšť nad Oslavou,12155721,Milan Kučera
16.157265415631826,49.207267292053686,,Masarykovo nám. 102,Náměšť nad Oslavou,12155721,Milan Kučera
16.424490509576202,49.345377199034175,,U Humpolky 1598,Tišnov,12155721,Milan Kučera
14.558459403504564,50.75751436083182,,Palackého 134,Nový Bor,67854532,Milan Kutílek
14.008753764054838,49.681213897806536,,Milínská 186,Příbram,61651249,Milan Marek
16.260131547213245,49.524558860197629,,Zahradní 423,Bystřice nad Pernštejnem,41002601,Milan Moncman
16.258990590800011,49.524107082669325,,Masarykovo náměstí 52,Bystřice nad Pernštejnem,41002601,Milan Moncman
14.33509062962524,50.38531752237175,,1,Kostomlaty pod Řípem,14838711,Milan Nagy
14.333214068013392,50.382483165904844,,96,Kostomlaty pod Řípem,14838711,Milan Nagy
14.551723055278728,50.76600415577051,,Luční 125,Nový Bor,48283398,Milan Opočenský
14.553536800973665,50.761440926949938,,B. Egermanna 582,Nový Bor,48283398,Milan Opočenský
14.911720919396242,50.428415845710887,,Havlíčkova 993,Mladá Boleslav,61108341,Milan Pospíchal
13.277453239742881,49.733914641239842,,Dukelská 435,Vejprnice,71966137,Milan Purkart
13.284249225893497,49.736428030237825,,Křimická 779,Vejprnice,71966137,Milan Purkart
13.230209390050485,49.139048517310549,,1. máje 160,Železná Ruda,10372423,Milan Sklenář
15.594547461106989,50.660459937257905,,414,Vrchlabí,10372423,Milan Sklenář
13.157580468842797,49.63871429299445,,Tyršova 599,Stod,10372423,Milan Sklenář
15.146375313910122,50.684020438508448,,Nádražní 537,Rychnov u Jablonce nad Nisou,47292971,Milan Suržin
13.271497835722839,50.382012177232966,,1. máje 1681,Kadaň,63163039,Milan Šindelář
16.073547183379713,49.561385413076621,,Vratislavovo náměstí 118,Nové Město na Moravě,64416283,Milan Šlechta
15.048033950128758,50.743986631318556,,České mládeže 1096,Liberec,87380137,Milan Šubrt
17.426158509067651,49.119461343531505,,72,Jalubí,48500623,Milan Vajdík
17.425253765840491,49.123080824164063,,523,Jalubí,48500623,Milan Vajdík
13.239052128050051,49.726383499499214,,Pod Krimichem 685,Tlučná,48949256,"Milanfa, s.r.o."
14.737973795736812,49.969599843143946,,Stará cesta 35,Svojetice,45871841,Milena Kurelová
16.15152491303138,50.287270121290284,,Na Poříčí 474,Dobruška,18867090,Milena Popová
13.91657112220874,50.029566217288796,koupě zboží za účelem jeho dalšího prode,246,Sýkořice,45821054,Milena Velková
17.651765894467506,49.220193141360262,Střední průmyslová škola -bufet,třída Tomáše Bati 4187,Zlín,48533009,"Milka, s.r.o."
17.619465424564009,49.213714421068147,,třída Tomáše Bati 299,Zlín,48533009,"Milka, s.r.o."
17.665069632594708,49.222046716314118,,nám. T. G. Masaryka 3669,Zlín,48533009,"Milka, s.r.o."
17.66004988885804,49.238368794403996,,Pasecká 934,Zlín,48533009,"Milka, s.r.o."
12.925652683831249,49.441915768073827,Miloslav Fiala,Pivovarská 323,Domažlice,73687251,Miloslav Fiala
14.848349016561686,50.469640742598436,,207,Čistá,45099871,Miloslav Horáček
15.566456550144082,49.021825592756819,,Na Podolí 307,Jemnice,12152641,Miloslav Nevrkla
15.457061850420573,49.183555920682167,,Svatoanenská 69,Telč,49958135,Miloslav Rychtecký
14.714540868904567,50.008140622048948,potraviny,Na Výsluní 21,Babice,45871329,Miloslava Bartáková
14.170144238501997,49.781071239140935,,Mírové náměstí 41,Dobříš,16947053,Miloslava Cardová
14.957451477017777,50.412321363117982,,115,Plazy,47028858,Miloslava Hýblová
13.128073680969957,49.702392526108149,,118,Přehýšov,68774079,Miloslava Kalinová
15.290622459370306,49.963288750940336,,Váňova 387,Kutná Hora,41430913,Miloslava Nováková
15.21650574293974,50.375460453474375,,náměstí Svobody 68,Libáň,16741595,Miloslava Petříčková
16.816914739282797,49.087337538108322,,Chaloupky 105,Otnice,42662681,Miloslava Prosová
15.356107760800784,50.436658682872654,,Husova 66,Jičín,16218736,Miloslava Tellárová
14.373229634564977,50.453976275243456,,Krátká 64,Štětí,10433228,Miloslava Vencálková
14.250309835280817,50.418852239532455,,Špindlerova třída 779,Roudnice nad Labem,10433228,Miloslava Vencálková
14.381314916564214,50.455975367048516,,Družstevní 641,Štětí,10433228,Miloslava Vencálková
14.380447801959148,50.455810938108826,,Družstevní 643,Štětí,10433228,Miloslava Vencálková
16.222400676220015,50.002686129775824,,Újezdská 214,Choceň,40112209,Miloš Bezdíček
15.206379271154162,50.182307908738046,,Hlavní 51,Senice,15336077,Miloš Machek
15.226415133173283,50.213578008496029,,42,Velenice,15336077,Miloš Machek
15.457377420978361,50.163210738884679,,Nádražní 133,Chlumec nad Cidlinou,13203690,Miloš Podlipný
15.667941662744996,49.947132493462036,,náměstí Míru 5,Heřmanův Městec,13193953,Miloš Rejfek
13.98482081577613,49.674038231850489,,Drkolnovská 286,Příbram,48958409,Miluše Beranová
14.334604672276932,50.135661730244557,,Politických vězňů 299,Horoměřice,71875221,Miluše Hablová
12.897100157888991,49.653680927455738,,45,Prostiboř,45403309,Miluše Havlová
14.020084865951445,50.509997669821587,,46,Vchynice,86794850,Miluše Smetanová
14.517910685755902,50.743703155375421,,115,Skalice u České Lípy,64656365,Miluše Vošahlíková
14.912666063510787,50.418584226437126,,tř. Václava Klementa 846,Mladá Boleslav,47536276,"MiMi, s.r.o."
14.518195763412558,50.257328921493823,,nám. Republiky 990,Neratovice,47536276,"MiMi, s.r.o."
14.518565298402557,50.257313189630885,,nám. Republiky 989,Neratovice,47536276,"MiMi, s.r.o."
14.786141018529378,50.372271586261824,,Prošovická 118,Bezno,28663365,Minh Duc Nguyen
13.982481139013688,50.813709307198913,,587,Petrovice,28385501,Minh Chien Tran
12.775637936467303,49.711361037123844,,náměstí Republiky 96,Bor,63136007,Minh Le Quang
14.687863119211238,49.782909333457681,tržnice,Vnoučkova 614,Benešov,47086572,Minh Nguyen Quang
14.688073678756478,49.78527722983452,,Nová pražská 1647,Benešov,66781159,Minh San Tran Thi
13.654446656798243,50.508343394854421,Cukrárna a pekárna MIPO,K. H. Máchy 344,Most,28712170,"Mipo Market, s.r.o."
13.659175578112459,50.501875840705701,,Václava Talicha 1268,Most,28712170,"Mipo Market, s.r.o."
13.656489442060026,50.495971503986624,,Višňová 1011,Most,28712170,"Mipo Market, s.r.o."
16.996492808239491,49.152569008876753,,Slavkovská 39,Bučovice,71766057,Miriam Stuchlíková
18.020584483894428,49.336878268991981,,Jasenická 1522,Vsetín,71766057,Miriam Stuchlíková
14.896857669244328,49.703731415304865,,Jana Masaryka 298,Vlašim,49829173,Mirko Soudný
14.14935106418794,50.509458635081877,,Prokopa Holého 81,Terezín,76026906,Miroslav Brůža
14.171865646780679,49.781181227247323,,náměstí Komenského 1725,Dobříš,40895564,Miroslav Černý
14.921538042432321,48.950116224077995,nápojový automat na čerpací stanici,449,Chlum u Třeboně,48249564,Miroslav Hlubinka
17.471105503868085,50.187878464372552,,,Město Albrechtice,45174369,Miroslav Hrbáček
14.230320850507125,49.913659669447057,,Komenského 124,Řevnice,46437061,Miroslav Jelínek
14.311437445635541,50.161050268534908,,Pražská 130,Velké Přílepy,62927531,Miroslav Krincvaj
17.148038034757569,49.558727410003918,,Růžová 168,Lutín,66955416,Miroslav Kubáč
17.148043328445752,49.557584808545442,,Na Sídlišti 205,Lutín,66955416,Miroslav Kubáč
14.914076752051438,50.420266234346705,,tř. Václava Klementa 822,Mladá Boleslav,45106673,Miroslav Kufr
18.138691125657232,49.632445240407009,,Štramberská 1452,Příbor,41052129,Miroslav Pajonk
18.227163434405536,49.67343693243884,,510,Fryčovice,41052129,Miroslav Pajonk
14.344918055057795,48.832735087616278,,65,Přísečná,73499854,Miroslav Pártl
12.579006107875726,49.583962599769926,,,Bělá nad Radbuzou,14720914,Miroslav Pivoňka
14.009739103250695,50.099786727625897,,Družecká 4,Žilina,18002170,Miroslav Polesný
14.899787722774013,49.697948757747952,,S. K. Neumanna 843,Vlašim,18002170,Miroslav Polesný
17.58549643879628,49.381305859679685,,Přerovská 260,Prusinovice,60379332,Miroslav Pumprla
12.554726066191611,50.147122556382506,,17,Dasnice,12850519,Miroslav Schwarzmeier
14.002534086704514,49.678696874009503,,Legionářů 378,Příbram,48957071,Miroslav Smrčka
18.736802160855884,49.615140847508314,Koruna Hrádek,352,Hrádek,41044720,Miroslav Striha
14.004053456947281,49.678966630410301,Čerpací stanice AGIP,Březnická 388,Příbram,11415762,Miroslav Svoboda
13.5812650236523,49.744017694329621,Čerpací stanice AGIP,Arbesova 975,Rokycany,11415762,Miroslav Svoboda
15.079928024508158,50.921567715711113,,Husova 61,Frýdlant,15166601,Miroslav Tybus
15.767267012282899,49.151958938590241,,135,Čáslavice,43369863,Miroslav Vaníček
16.221448251557344,49.999971972663261,,T. G. Masaryka 771,Choceň,64250831,Miroslav Večeřa
18.347396808608238,49.686079970586228,DIGI HOME,Zámecké nám. 47,Frýdek-Místek,73138827,Miroslav Vitt
17.012936913884865,49.995526910093602,,Požárníků 615,Rapotín,44768877,Miroslava Gruntorádová
18.012740176528119,49.3345685940523,,Jasenická 1795,Vsetín,18500820,Miroslava Horáková
13.249452844339803,50.512016620361649,,36,Hora Svatého Šebestiána,71955305,Miroslava Charová
13.249459188410848,50.511871711116328,,118,Hora Svatého Šebestiána,71955305,Miroslava Charová
13.977653614973509,49.912795713983243,,Husova 964,Zdice,64748669,Miroslava Kolebabová
16.223643270802398,49.992500285939755,,Nádražní 1612,Choceň,46444360,Miroslava Martynková
18.353931165599317,49.907937463026549,,Nerudova 1156,Bohumín,64595293,Miroslava Smažáková
17.602913099607946,49.967482317102942,,Opavská 13,Horní Benešov,76629023,Miroslava Stašová
17.315699524321108,50.014839674123195,,223,Malá Morávka,10596577,Miroslava Tomancová
16.571541124036411,50.023133441422338,,77,Mistrovice,27529223,"Mistrovice, s.r.o."
13.99800608978404,49.013264678421542,,Velké náměstí 11,Prachatice,16858531,"Mix Majka, s.r.o. v likvidaci"
17.799745365915577,49.256363416425636,,Dostihová 674,Slušovice,46961615,"Mobas Travel, s.r.o."
15.31465265707722,50.72371236315977,Lidový dům,161,Velké Hamry,63145570,"Modeon, s.r.o."
15.0048322150235,49.146129238513808,,Růžová 41,Jindřichův Hradec,28062213,"Moder JH, s.r.o."
15.004565747174423,49.14623694586583,,Růžová 42,Jindřichův Hradec,28062213,"Moder JH, s.r.o."
15.00362656518065,49.14678906230931,,Jarošovská 66,Jindřichův Hradec,28062213,"Moder JH, s.r.o."
15.376369900358785,49.187438983196287,,274,Mrákotín,26920841,"Modrá kotva, s.r.o."
14.596770758639245,50.984463405545419,,268,Jiříkov,71838694,Monika Benešová
14.688185901508032,50.328866593420003,,95,Kropáčova Vrutice,48285838,Monika Červinková
15.585774493500804,49.600855527328903,,Nádražní 106,Havlíčkův Brod,66271207,Monika Dyntarová
15.27867740427193,49.955803164035828,,Řehákova 342,Kutná Hora,66757011,Monika Hniličková
15.446726944894476,50.452172189655791,,7,Dřevěnice,74006266,Monika Kuželková
16.539840439055872,50.065200865133754,Monika Lehká - OBCHODNÍ ČINNOST,246,Nekoř,66845912,Monika Lehká
14.468871191672745,50.781751696320825,,Pod vrchem 89,Kamenický Šenov,40203620,Monika Lehká
18.339650700393037,49.683041340368987,,J. Opletala 2282,Frýdek-Místek,87075946,Monika Letková
14.668286059819451,49.731199359834008,,Ješutovo náměstí 75,Bystřice,68573219,Monika Sládková
14.33926067018313,50.131491546122255,,Velvarská 676,Horoměřice,29060940,"Montone, s.r.o."
14.223636148581946,50.015745870301259,,Tyršova 234,Nučice,29060940,"Montone, s.r.o."
14.156398489621099,49.993412619874114,,Plzeňská 90,Loděnice,29060940,"Montone, s.r.o."
24.835080909714836,-59.948510465110843,,236,Cetoraz,26085879,"Monzem, s.r.o."
17.987678151097381,49.333079636142742,prodejna 260,Rokytnice 413,Vsetín,25373137,"Moravia trading, a.s."
17.139273573512654,49.401507522203481,,70,Vřesovice,25373137,"Moravia trading, a.s."
17.481760007519021,49.49157159933845,,Na Návsi 10,Prosenice,25373137,"Moravia trading, a.s."
17.300839555154795,49.346766592508615,,Dudíkova 1092,Kojetín,25373137,"Moravia trading, a.s."
17.74221169043204,49.555537081899942,,Hromůvka 1544,Hranice,25373137,"Moravia trading, a.s."
17.587346047054535,49.523862306700217,,Zahradní 1297,Lipník nad Bečvou,25373137,"Moravia trading, a.s."
17.296953215907564,49.356288118883008,,Sladovní 1272,Kojetín,25373137,"Moravia trading, a.s."
15.461245309501397,50.154434900340242,,Klicperovo náměstí 60,Chlumec nad Cidlinou,27500837,"Mr. Tobacco, s.r.o."
15.490866178552837,50.240856205779693,,Revoluční třída 500,Nový Bydžov,27500837,"Mr. Tobacco, s.r.o."
15.987515608009563,50.068221398331481,,náměstí T. G. Masaryka 2,Holice,27500837,"Mr. Tobacco, s.r.o."
13.918699854846562,49.268904705074007,,Písecká 1334,Strakonice,28125151,"MTZ Mototechnika, s.r.o."
16.07411353664963,50.147424774543225,,Mírové nám. 234,Týniště nad Orlicí,24231304,"Mufin Solution, s.r.o."
13.72880739551119,50.105899833123381,,Vysoká 105,Rakovník,26125366,"Murzin iS, s.r.o."
24.835080909714836,-59.948510465110843,,19,Chotilsko,48953440,"Mushroom, s.r.o."
14.719904424096955,50.676632170842311,,171,Pertoltice pod Ralskem,27328481,My Nguyen The
14.139379795246636,50.655749763659379,,Litoměřická 257,Velké Březno,27328481,My Nguyen The
15.804190922558513,50.031960720789243,,Dašická 213,Pardubice,27471900,"Nabočany, s.r.o."
14.642341756065751,49.921784813606521,,Masarykova 66,Velké Popovice,1426958,Naďa Kaňová
14.324613752801076,50.723925609397142,Nápojka pod Ostrým,90,Františkov nad Ploučnicí,46047441,Naděžda Fleischerová
15.650154311581664,50.291851448083129,,13,Mžany,48635758,Naděžda Krejčová
16.037955981660957,50.360920624467468,,182,Velká Jesenice,45913382,Naděžda Mervartová
15.599762850853299,48.903137874089147,,75,Vratěnín,66543665,Naděžda Oujezdská
12.841329565515045,50.091331017475653,,Karlovarská 304,Bečov nad Teplou,63527812,Naděžda Podracká
15.295923016739886,50.736327897651847,,Horská 583,Tanvald,74456571,Nam Bui Huy
15.055242891780468,50.746691985225638,,Doubská 1207,Liberec,25966138,"Nápoje Juska, s.r.o."
15.330275750010292,50.602650551440618,,Ke Stadionu 59,Semily,25966138,"Nápoje Juska, s.r.o."
15.135891311549344,50.565963547928526,,6,Turnov,25966138,"Nápoje Juska, s.r.o."
15.748664217377147,49.022903583932688,,1,Nimpšov,14683156,Natálie Tejralová
18.211567484163695,49.546742679424504,,Havlíčkova 32,Frenštát pod Radhoštěm,65139275,"Natura styl, s.r.o. v likvidaci"
14.617983273592193,50.092728112269469,,Podnikatelská 565,Praha,47535288,"Ndtr, s.r.o."
14.679167850465817,49.786174167705262,,Máchova 400,Benešov,47051680,"Nemocnice Benešov, s.r.o."
13.727393245322459,50.103937295453427,,Trojanova 243,Rakovník,47545810,"Nemova, s.r.o."
13.545116589942337,50.326468799190089,,Masarykova 358,Žatec,47545810,"Nemova, s.r.o."
13.730852940708113,50.103781627086441,,Husovo náměstí 12,Rakovník,47545810,"Nemova, s.r.o."
17.378447309495193,49.071579482215142,,69,Zlechov,29181968,"NET Milk - Potraviny, s.r.o."
17.511896159598138,49.223626142266475,,Ml. stavbařů 1811,Otrokovice,29181968,"NET Milk - Potraviny, s.r.o."
18.016674793373216,49.179427420338236,,1,Lačnov,29181968,"NET Milk - Potraviny, s.r.o."
17.989373259237514,49.634358042351039,,413,Kunín,29181968,"NET Milk - Potraviny, s.r.o."
17.996155373238221,49.264801980279621,,287,Valašská Polanka,29181968,"NET Milk - Potraviny, s.r.o."
17.808394161736256,49.442566782317286,,142,Kunovice,29181968,"NET Milk - Potraviny, s.r.o."
15.346139826453429,50.443886925230345,,J. Š. Kubína 448,Jičín,2705303,Nga Nguyen Thi
13.79992152417212,50.353493359723188,,Tyršovo nám. 1973,Louny,67422047,Nghi Le Thanh
15.58241191036133,50.430221625260856,,Náměstí K. V. Raise 12,Lázně Bělohrad,48235245,Nghia Nguyen Thi
14.876490371584733,50.765980137617944,,49,Zdislava,28378016,Ngo Hai Tuan
13.394697483129301,49.817208275127221,,Plzeňská 194,Třemošná,64859703,Ngoc Dung Phan
13.644137835984305,50.493934426833448,,Česká 1340,Most,12801631,Nguyen Nguyen
13.612928846626621,50.598148444175855,,9. května 26,Litvínov,12801631,Nguyen Nguyen
13.601003975759422,50.598633158405185,,Husova 158,Litvínov,1540882,Nguyen On Tran
14.452722420747206,51.025597006892255,,92,Šluknov,27343146,Nguyen Thanh Son
13.436412819031572,50.487350144660475,,Zahradní 5305,Chomutov,47070650,Nguyen Tran Xuan
15.847825604343015,49.688832854674544,,Mikuláše Střely 115,Krucemburk,64914798,Nguyet Nguyen Thi
14.44374847350486,50.075540374452792,,Šumavská 10,Praha,63886910,"Nika O.K., s.r.o. v likvidaci"
13.727099691442334,50.104066188741385,,Trojanova 47,Rakovník,48963887,Ninh Tran Tuan
18.474867323419041,49.622424576669538,,510,Raškovice,28452127,"Nius, s.r.o."
18.484573594471733,49.611970868339505,,406,Raškovice,28452127,"Nius, s.r.o."
15.517994676243429,50.600413283097417,"NORMA, k.s.",Čsl. Legií 1249,Jilemnice,47114789,"Norma, k.s."
14.436086584661163,50.048137205273008,,Horáčkova 1097,Praha,47114789,"Norma, k.s."
15.437448123242612,49.078440834666139,,Palackého nám. 53,Dačice,47114789,"Norma, k.s."
13.535552055870687,50.316543605694385,,Husova 2908,Žatec,47114789,"Norma, k.s."
14.985314500791786,50.135753633632447,,Palackého nám. 1100,Sadská,47114789,"Norma, k.s."
14.43449136623369,48.983427595406596,,Ant. Barcala 1414,České Budějovice,47114789,"Norma, k.s."
13.613285917871156,50.597668883485937,,9. května 2043,Litvínov,47114789,"Norma, k.s."
15.253354184130664,50.642254166235581,,náměstí 3. května 738,Železný Brod,47114789,"Norma, k.s."
14.102897165261647,50.135392159713859,,náměstí Sítná 3127,Kladno,47114789,"Norma, k.s."
14.13607568908874,50.132901810593125,,Hřebečská 2716,Kladno,47114789,"Norma, k.s."
13.948257126893186,49.562761539970218,,Rožmitálská 152,Březnice,47114789,"Norma, k.s."
14.491971169719099,49.897049978626178,,Rudných dolů 502,Jílové u Prahy,47114789,"Norma, k.s."
13.58161557390704,49.483103482506777,,U Pošty 563,Nepomuk,47114789,"Norma, k.s."
13.730685256379092,50.107661725303359,,V Jamce 2479,Rakovník,47114789,"Norma, k.s."
24.835080909714836,-59.948510465110843,,Na Praze 860,Planá nad Lužnicí,47114789,"Norma, k.s."
15.517994676243429,50.600413283097417,,Čsl. Legií 1249,Jilemnice,47114789,"Norma, k.s."
14.456251041549244,48.962354631948173,,319,Litvínovice,47114789,"Norma, k.s."
13.180411183959073,50.386850467219439,,Chomutovská 464,Klášterec nad Ohří,47114789,"Norma, k.s."
12.944784794217725,50.316073826016222,,Jáchymovská 1376,Ostrov,47114789,"Norma, k.s."
12.555578040603431,49.670096320999527,,196,Rozvadov,25207032,"Nysade, s.r.o."
12.640508596811529,49.800363326411059,BAILEYS,Zárečná 1549,Tachov,25207032,"Nysade, s.r.o."
12.59858477058927,49.675220357391488,"Restaurant, herna - EURODIESEL",108,Rozvadov,25207032,"Nysade, s.r.o."
15.176149845424543,50.46778751982756,,náměstí Míru 134,Sobotka,26009048,"Obchod u Baudisů, s.r.o."
16.538779691753064,49.452885666043755,,Komenského 580,Lysice,63485494,"Obchodní dům Cotto, s.r.o."
13.331329748581384,49.576426380081159,,Palackého 934,Přeštice,26409798,"Obstav profi, s.r.o."
13.329319602622149,49.573200001419615,,Masarykovo nám. 112,Přeštice,26409798,"Obstav profi, s.r.o."
13.587814480653398,49.490163266993704,,Na Vinici I. 435,Nepomuk,26409798,"Obstav profi, s.r.o."
13.331242107106796,49.573721658514927,,Rybova 1083,Přeštice,26409798,"Obstav profi, s.r.o."
13.535552055870687,50.316543605694385,,Husova 2908,Žatec,63146215,"Obuv J plus J, s.r.o. v likvidaci"
14.567054146236451,50.108357730250098,,Chlumecká 397,Praha,27767973,"Okno Lídr, s.r.o."
14.171865646780679,49.781181227247323,,náměstí Komenského 1725,Dobříš,47535547,"OLD Rich Cats, s.r.o."
14.185446762348288,49.788879473885991,,490,Stará Huť,47535547,"OLD Rich Cats, s.r.o."
15.995666776271175,49.843312818817445,,Palackého náměstí 141,Skuteč,68476931,Oldřich Drnec
15.795927961814971,49.943953738348206,,Obce Ležáků 69,Chrudim,68476931,Oldřich Drnec
17.527078564959503,49.343063592412719,,51,Rymice,43437036,Oldřich Kříž
17.664939299275954,49.226184301024865,,Soudní 554,Zlín,43437036,Oldřich Kříž
13.496623110708292,49.029475980654844,,1,Modrava,49397672,Oldřich Musil
15.775074453984944,50.132912769783275,,B. Němcové 1,Čeperka,40175111,Oldřiška Syrůčková
12.47287798427131,50.114785133257413,,32,Nebanice,66331587,Olga Balková
14.987593025900606,50.10655012178767,,72,Milčice,15334279,Olga Douděrová
15.013600177103841,50.099164747009581,,Ke Hřišti 183,Pečky,15334279,Olga Douděrová
13.962196976752333,49.961916349058704,,Pod Skálou 212,Hudlice,45079633,Olga Grünerová
13.541455663597329,49.580131930063438,,Hradišťská 125,Blovice,64869792,Olga Kohoutová
15.044965744009687,50.586669358128134,,31,Svijanský Újezd,3306941,Olga Sedláčková
14.734709126665447,50.308112923463796,potraviny,80,Dolní Slivno,18574556,Olga Střelečková
14.734848561523993,50.290679563375939,,5,Mečeříž,18574556,Olga Střelečková
14.655590119410242,50.305791744597258,,29,Kropáčova Vrutice,18574556,Olga Střelečková
14.734692296807632,50.291519445421002,,8,Mečeříž,18574556,Olga Střelečková
16.221256167655373,50.000876354396794,,Dolní 260,Choceň,10526765,Olga Vitoušová
13.803694444588576,50.355107802967403,,Hrnčířská 2391,Louny,15691934,Olga Vostatková
16.221513172818479,49.999691215464679,KOLONIÁL Z + Z,T. G. Masaryka 789,Choceň,65678273,Olga Zaňková
