X,Y,NAZEV,ULICE_x,OBEC_x,ICOFIR,FIRMA40A
14.585074021337819,49.91058390739888,,Pražská 400,Kamenice,48950289,"Danco Plus, a.s. v likvidaci"
14.618398322596052,50.081288814248687,Potraviny,Českobrodská 516,Praha,28467868,Dang Hoi Le
14.145964528692854,50.454192347502961,,Palackého náměstí 281,Brozany nad Ohří,28467868,Dang Hoi Le
13.675672438026472,50.507190846438512,,Chanovská 1097,Most,25481801,Dang Nguyen Thanh
13.661765213575286,50.496848650708998,,Jana Kříže 1208,Most,25481801,Dang Nguyen Thanh
15.619220368145037,50.619604798680875,,Lánovská 1511,Vrchlabí,42934273,Daniel Horníček
14.732145026577772,49.213008880628543,,89,Řípec,42402310,Daniel Míka
14.666213414836573,49.164046975409924,,,Veselí nad Lužnicí,42402310,Daniel Míka
12.751851458308048,50.236782692972731,,Vančurova 341,Chodov,74531051,Daniel Šalda
14.457300236232571,50.415120514196843,OBČERSTVENÍ,215,Liběchov,13268384,Daniela Frundlová
14.458047785149946,50.415289294584774,kiosek,332,Liběchov,13268384,Daniela Frundlová
15.139535990778395,50.587160611216945,,U Nádraží 1296,Turnov,86776193,Daniela Morávková
17.994213999135724,49.337084490482283,,Žerotínova 1114,Vsetín,67678297,Daniela Pešková
16.223871809081448,49.80694760289321,,40,Desná,68485239,Daniela Šimáková
16.169978937202881,50.120826120274771,,,Kostelec nad Orlicí,47470151,"Danubia - RK, s.r.o."
16.296908765901815,50.116407974857978,,Jiráskova 369,Vamberk,47470151,"Danubia - RK, s.r.o."
16.912198481874917,49.941936097872436,,Boženy Němcové 641,Bludov,47855916,Danuše Pecháčková
16.35727726200632,49.194881205088052,,Sportovní 458,Zastávka,68635087,Danuše Sýkorová
14.39271377974838,50.714166884571632,,Osvobození 199,Žandov,64005895,Dao Nguyen Hai
13.900757609532231,50.151988399667495,,Palackého 37,Nové Strašecí,27387925,"Dape Kladno, s.r.o."
14.107333711072405,50.13449999735284,,Jarosl. Kociána 1584,Kladno,27387925,"Dape Kladno, s.r.o."
18.310804181861652,49.550778968062019,,200,Čeladná,61582166,Dáša Kohutová
14.078431677743833,50.667828008947048,,Příkopy 425,Ústí nad Labem,64689093,Dat Dang Xuan
13.996462955214037,49.012309352873558,,Horní 136,Prachatice,45023379,"Data-Plan Bohemia, s.r.o."
16.154267966637491,50.353904106916644,Realitní kancelář,Dukelská 662,Nové Město nad Metují,27465926,"Daver, s.r.o."
16.093033341869674,50.475641364331807,Realitní kancelář - DAVER,Sokolská 267,Červený Kostelec,27465926,"Daver, s.r.o."
16.16457527370617,50.417134657946001,,Palackého 83,Náchod,27465926,"Daver, s.r.o."
16.047786451979139,50.39540423370277,,třída T. G. Masaryka 126,Česká Skalice,27465926,"Daver, s.r.o."
16.224666629079881,50.119866688076343,,Rudé armády 973,Kostelec nad Orlicí,66803055,David Morávek
18.730297561382059,49.641933253789084,,420,Bystřice,12662461,David Wojnar
18.66865283601555,49.679999494798778,,Poštovní 244,Třinec,25382969,"Dawcar, s.r.o."
16.162383546339246,49.951675055950524,,Šafaříkova 139,Vysoké Mýto,46506551,"DDM, s.r.o."
24.835080909714836,-59.948510465110843,Restaurace Koliba,Zadní padělky 3209,Ostrava,28575326,"Deho bary a restaurace, s.r.o."
18.342200250863687,49.691465359593259,,Heydukova 2079,Frýdek-Místek,28598539,"Deiwix, s.r.o."
18.445298069422837,49.657686938658692,,Hyundai 171,Nošovice,28598539,"Deiwix, s.r.o."
18.334357762050711,49.660956397380581,,Palkovická 2205,Frýdek-Místek,28598539,"Deiwix, s.r.o."
18.335161617733824,49.521909483072683,,786,Čeladná,25389513,"Dejmon, s.r.o."
17.211264893309703,50.244973326594206,,Haškova 540,Česká Ves,25816136,"Deko Mont, s.r.o."
13.003429047483959,49.753184912989298,,Benešova 203,Stříbro,26414082,"Delicat prodej, s.r.o."
12.7766203852259,49.711850043730912,,náměstí Republiky 659,Bor,26414082,"Delicat prodej, s.r.o."
12.738653197103037,49.868566083938802,,náměstí Svobody 13,Planá,26414082,"Delicat prodej, s.r.o."
12.997943567266084,49.755002183753476,,Smetanova 515,Stříbro,26414082,"Delicat prodej, s.r.o."
13.000248088991727,49.754451924205064,,náměstí Svobody 219,Stříbro,26414082,"Delicat prodej, s.r.o."
12.811062559603133,50.139988224593154,,Ležnická 105,Horní Slavkov,46882707,"Diabas, s.r.o."
16.404219326872028,48.83265745909415,,Litobratřická 533,Hrušovany nad Jevišovkou,48530247,"Diana,spol.s r.o."
14.109860055309111,50.765593948484295,,Přemyslova 305,Jílové,68553102,Diet Nguyen Quang
14.110003788400352,50.765680309307925,,Přemyslova 304,Jílové,68553102,Diet Nguyen Quang
13.614041732498519,50.600903919571543,,Smetanova 459,Litvínov,63122847,Dieu Huong Leová
14.846494858937957,49.897874927702922,,Sázavská 17,Stříbrná Skalice,28365470,Dinh Hien Pham
14.720628195993648,49.895292012021216,,Hlavní 19,Senohraby,28365470,Dinh Hien Pham
14.16827066780724,50.524105257672012,,154,Terezín,3422593,Dinh Chien Nguyen
13.703439958539398,50.621863932764242,,K. H. Borovského 308,Osek,3542181,Dinh Le Thi Kim
13.792930898232932,50.57936651863708,,Revoluční 25,Světec,28695534,Dinh Ngoc Le
12.353878373735396,50.046209949861364,"Obchodní a nákupní centrum Svatý Kříž, R",Svatý Kříž 346,Cheb,66460361,Dinh Nguyen Gian
14.619852541818513,48.933003897815183,,Náměstí 62,Ledenice,14503999,"Dipa, s.r.o."
14.469444767436318,49.295618289958824,,nám. T. G. Masaryka 12,Bechyně,14503999,"Dipa, s.r.o."
24.835080909714836,-59.948510465110843,,Witthanova 300,Včelná,14503999,"Dipa, s.r.o."
14.629454212012906,49.137852252058401,,48,Dynín,14503999,"Dipa, s.r.o."
14.571979020356769,49.099771725026841,,náměstí Šimona Lomnického 40,Ševětín,14503999,"Dipa, s.r.o."
24.835080909714836,-59.948510465110843,,44,Olešnice,14503999,"Dipa, s.r.o."
14.557755392692391,50.191345868102722,MIROSLAV FEIFER,13,Sluhy,87420295,Dita Marešová
14.4250587080396,50.162260090641944,,Ke Zdibsku 66,Zdiby,87420295,Dita Marešová
13.899238792740116,49.263783222420329,,Zvolenská 158,Strakonice,60648856,Dmytro Bozhuk
13.410142043317785,50.229503267091602,,Dukelská 52,Podbořany,64360121,Doan Nguyen
15.912618294415113,50.028083795116615,,náměstí T. G. Masaryka 17,Dašice,15232425,Dobromila Ďuráčová
17.03453631291082,49.767405913474612,,41,Medlov,13240749,Dobromila Chudá
16.333996370891626,50.209235811931606,,10,Liberk,25931229,"Dominika 2000, s.r.o."
16.309141920430772,50.127359501661637,,34,Vamberk,25931229,"Dominika 2000, s.r.o."
17.303980213035313,49.348104337177617,,Tyršova 1393,Kojetín,28571002,"Domino Hrdá, s.r.o."
17.245263344010063,49.339990182662248,,11,Měrovice nad Hanou,28571002,"Domino Hrdá, s.r.o."
17.278184377084958,49.332062227100515,,157,Křenovice,28571002,"Domino Hrdá, s.r.o."
17.303817910121669,49.352908559723332,,Masarykovo náměstí 54,Kojetín,28571002,"Domino Hrdá, s.r.o."
15.983166647773382,49.102619983843283,,1,Myslibořice,26916231,"Domov Media, s.r.o."
13.799766277240378,50.356981352589393,,Pražská 83,Louny,62244973,"DOS Petra, s.r.o."
16.256122593955599,49.714396473063985,,Starohradská 582,Polička,27501787,"DOS Praha, s.r.o."
15.582061887509248,49.604613439466064,,Na Ostrově 28,Havlíčkův Brod,24201227,"Dostav HB, s.r.o."
24.835080909714836,-59.948510465110843,,Nádražní 1,Sokolov,46885293,"Doxa, s.r.o."
13.204723231105229,49.710907526699131,,Jana Žižky 771,Nýřany,16691873,Drahomíra Bílková
16.245974996916722,50.082520192700862,,14,Vrbice,45543577,Drahomíra Kuběnková
17.252286659565346,49.528095795463805,,129,Blatec,26080419,"Drinex Olomouc, s.r.o."
14.925364022064956,49.265963097566612,,nám. Míru 21,Deštná,26098172,"DRS Deštná, s.r.o."
15.002307940274408,49.154372837675609,,Rezkova 1157,Jindřichův Hradec,26098172,"DRS Deštná, s.r.o."
14.923085651771636,49.265731839342841,,nám. Míru 303,Deštná,26098172,"DRS Deštná, s.r.o."
15.613600986855841,49.209155318593041,,77,Hladov,26098172,"DRS Deštná, s.r.o."
14.223722152546824,50.197698318087468,,44,Koleč,31755,Družstvo Jednota Kladno
14.004197243780462,50.100548734349431,,Antonína Milfaita 92,Žilina,31755,Družstvo Jednota Kladno
14.170511563467711,50.304530584457673,,34,Hospozín,31755,Družstvo Jednota Kladno
14.092456069338164,50.287034551089498,,Dvořákova 242,Zlonice,31755,Družstvo Jednota Kladno
14.164175400874404,50.136250824800385,,nám. Draha 41,Hřebeč,31755,Družstvo Jednota Kladno
13.751872141425091,50.492801529485277,,130,Lužice,31755,Družstvo Jednota Kladno
13.845508636541803,50.360934976451709,,Tyršova 405,Černčice,31755,Družstvo Jednota Kladno
14.100030627339486,50.102781113668513,,Dukelská 245,Braškov,31755,Družstvo Jednota Kladno
14.047956773785554,50.103837406105278,,Hlavní 84,Družec,31755,Družstvo Jednota Kladno
14.097602819166395,50.228378726153714,,Pražská 377,Slaný,31755,Družstvo Jednota Kladno
14.011665427884163,50.087524209688404,,Kladenská 56,Lhota,31755,Družstvo Jednota Kladno
13.989381351566758,50.138197425725622,,Náměstí 34,Tuchlovice,31755,Družstvo Jednota Kladno
14.042246637717122,50.188465791196194,,nám. T. G. Masaryka 96,Smečno,31755,Družstvo Jednota Kladno
14.054921112801352,50.168057219838204,,Přemyslova 26,Libušín,31755,Družstvo Jednota Kladno
14.093109394325374,50.266394236157289,,29,Beřovice,31755,Družstvo Jednota Kladno
14.074719885367223,50.140239702163086,,Vítězná 2989,Kladno,31755,Družstvo Jednota Kladno
14.129316442857668,50.129722334505281,,Ukrajinská 2667,Kladno,31755,Družstvo Jednota Kladno
13.958107483928147,50.146065742419481,,Hornická 234,Stochov,31755,Družstvo Jednota Kladno
14.078980812725362,50.227494671216512,,Plynárenská 1531,Slaný,31755,Družstvo Jednota Kladno
14.103614780133904,50.147065455402476,,náměstí starosty Pavla 42,Kladno,31755,Družstvo Jednota Kladno
14.050174913090839,50.181468057735124,,Rudé armády 226,Svinařov,31755,Družstvo Jednota Kladno
14.23825174026315,50.281483126942341,,Školní 719,Velvary,31755,Družstvo Jednota Kladno
14.111202664813941,50.141868290465268,,Štěpánská 2670,Kladno,31755,Družstvo Jednota Kladno
14.116811060662231,50.165805059007013,,náměstí 9. května 994,Kladno,31755,Družstvo Jednota Kladno
14.221539997345685,50.224712288266716,,68,Slatina,31755,Družstvo Jednota Kladno
14.075202466939945,50.145026526719285,,Severní 512,Kladno,31755,Družstvo Jednota Kladno
14.189545366835173,50.143605468071904,,Tokajická 163,Lidice,31755,Družstvo Jednota Kladno
14.075584924207863,50.110743034948783,,Karlovarská 315,Velká Dobrá,31755,Družstvo Jednota Kladno
14.271070548564509,50.21248866631614,,3,Otvovice,31755,Družstvo Jednota Kladno
14.088749170325762,50.1504114313244,,Braunova 75,Kladno,31755,Družstvo Jednota Kladno
13.806641453400012,50.636487140210413,,Jaselská 437,Teplice,31755,Družstvo Jednota Kladno
14.029561654511117,50.230690164140498,,88,Tuřany,31755,Družstvo Jednota Kladno
14.248631412918698,50.189047286074562,,20,Zákolany,31755,Družstvo Jednota Kladno
14.13285085621882,50.0855563260805,,Pražská 836,Unhošť,31755,Družstvo Jednota Kladno
14.006033765148869,50.216425689576809,,51,Řisuty,31755,Družstvo Jednota Kladno
14.129997999856304,50.117777706421826,,242,Velké Přítočno,31755,Družstvo Jednota Kladno
14.079040555337784,50.190799385437295,,173,Třebichovice,31755,Družstvo Jednota Kladno
14.182182806053749,50.23098545013611,,285,Zvoleněves,31755,Družstvo Jednota Kladno
14.161757339983362,50.270595206820211,,20,Hobšovice,31755,Družstvo Jednota Kladno
14.095284588916257,50.144310562710871,,náměstí Svobody 1460,Kladno,31755,Družstvo Jednota Kladno
13.987194640712543,50.165390949164895,,Čelechovická 313,Kačice,31755,Družstvo Jednota Kladno
13.926230901622839,50.272033487940845,,101,Zichovec,31755,Družstvo Jednota Kladno
13.571140334030872,50.592513011475504,,Hamerská 258,Litvínov,31755,Družstvo Jednota Kladno
14.042850345210724,50.117569027717252,,Sokolská 47,Doksy,31755,Družstvo Jednota Kladno
13.989416957236722,50.294272743958508,,9. května 187,Klobuky,31755,Družstvo Jednota Kladno
14.065236649874278,50.138594494238845,,Husova 118,Kladno,31755,Družstvo Jednota Kladno
14.016696979049412,50.128248001375994,,Karlovarská třída 468,Kamenné Žehrovice,31755,Družstvo Jednota Kladno
14.156779755723599,50.189220176668947,,Slánská 65,Brandýsek,31755,Družstvo Jednota Kladno
13.952681055915365,50.146791020957878,,Školní 433,Stochov,31755,Družstvo Jednota Kladno
14.092853061232587,50.175526158170648,,Hlavní 102,Vinařice,31755,Družstvo Jednota Kladno
14.20067421867509,50.112386471126115,,Hájecká 315,Hostouň,31755,Družstvo Jednota Kladno
14.237554296763731,50.210041595394429,,12,Blevice,31755,Družstvo Jednota Kladno
13.844661309166471,50.333977931195399,,108,Chlumčany,31755,Družstvo Jednota Kladno
14.274734228034285,50.284857539621171,,24,Uhy,31755,Družstvo Jednota Kladno
13.729259200209512,49.129667269288817,,14,Vacov,46682864,"Dřevotex Vacov, s.r.o."
14.778969484651574,49.72767446062106,,Blanická 127,Postupice,45279632,"Dual, s.r.o."
14.627895074044048,50.779494693474597,,Tyršova 490,Cvikov,27993604,Duc Dung Nguyen
12.64112777961831,50.185057350242211,BAR U AMISKA,Nádražní 218,Sokolov,49192655,Duc Dung Nguyen
13.446397954762251,50.499926720166073,,Vinařická 437,Jirkov,87452901,Duc Phuc Nguyen
14.457921170139713,51.00454023807341,,T. G. Masaryka 523,Šluknov,2297973,Duc Quy Ha
12.552499985402388,50.182983681808039,,1. máje 744,Habartov,28689372,Duc Tao Dinh
13.785988420727085,50.55115206391141,,Litoměřická 864,Bílina,28689372,Duc Tao Dinh
12.553331268054487,50.182864760855047,,Gagarinova 740,Habartov,28689372,Duc Tao Dinh
13.712174207267321,50.541638218624144,,180,Braňany,27353401,Duc Thanh Duong
13.539798544361011,50.320352693326782,,Husova 1034,Žatec,3264441,Duc Trong Nguyen
14.298886695546056,50.240581328654073,,Čechova 135,Kralupy nad Vltavou,46359184,"Duha-Vlasta Čechová,spol.s r.o."
15.631650809874404,50.36822128226045,,náměstí Jiřího z Poděbrad 646,Hořice,48947407,Dung Hoang Anh
15.075756508044201,50.922198251029911,,Míru 169,Frýdlant,61454061,Dung Son Tran
16.752965576694887,49.219884682308859,,353,Mokrá-Horákov,26947871,"DuoMAX, s.r.o."
16.752467926719451,49.219678242560853,,355,Mokrá-Horákov,26947871,"DuoMAX, s.r.o."
16.767063193544001,48.872097803524348,,Dolní 353,Zaječí,46924728,Dušan Létal
17.340603000973239,49.4810874907905,,Smetanova 321,Brodek u Přerova,12687502,Dušan Omelka
14.953507221828039,50.403488695230131,,85,Řepov,71036971,Dušan Salač
14.966951708800359,48.767420671733667,,třída Čsl. legií 269,České Velenice,28042018,Duy Hien Pham
14.96678355650443,48.767286046260395,,třída Čsl. legií 271,České Velenice,28042018,Duy Hien Pham
14.966662374633902,48.767208723379603,,třída Čsl. legií 266,České Velenice,28042018,Duy Hien Pham
13.919298641246412,50.687262039082,,30,Přestanov,27330087,Dy Ta Quang
15.242275058075615,50.570277136073393,,12,Radostná pod Kozákovem,60278579,"Eastland, s.r.o."
15.594086591152109,50.727438808989504,,121,Špindlerův Mlýn,60933020,"Eden, s.r.o."
15.52009355652204,50.492446501957552,,Komenského 272,Nová Paka,61025771,Edita Heřmanová
17.019073220441076,50.053749465383071,"Pojízdný stánek,",78,Velké Losiny,44758570,Eduard Gregor
15.311254563575751,49.550046256673603,"Jiřice 140, 277 13",140,Jiřice,14891808,"Ekoterm, s.r.o."
13.857055313317597,49.806243179873711,,nám. Míru 441,Komárov,47543698,"Eldos, s.r.o."
14.293808604739095,49.78766273981676,,Žižkova 46,Nový Knín,47547511,"Elektrorent, s.r.o."
16.977122579397996,48.977628138815412,,115,Karlín,48906328,"Elektrotechnické produkty, s.r.o."
16.034499541936889,49.711704039713879,Cukrárna ELEN,nám. 9. května 51,Svratka,18119671,Elen Gregorová
13.988945749087884,50.137730393914303,,Náměstí 612,Tuchlovice,16526040,Eliška Bečková
12.651281109259582,49.789626810436687,Čerpací stanice,Plzeňská 2064,Tachov,74695096,Eliška Fialová
14.373024170339638,50.16709364554945,,Levohradecká 1343,Roztoky,12558664,Eliška Merclová
17.784040385795521,49.293802176620531,,316,Kašava,40426963,Eliška Zbranková
14.697197903729512,49.782515258539853,,Vlašimská 447,Benešov,48950386,"Eltex, s.r.o."
14.695784877908945,49.778506045373,,Hráského 1913,Benešov,48950386,"Eltex, s.r.o."
13.897549156879368,50.153709682005577,,Tyršovo náměstí 59,Nové Strašecí,47540559,"EMC, s.r.o."
13.896391042412938,50.154533408332362,,náměstí 5. května 70,Nové Strašecí,47540559,"EMC, s.r.o."
15.733137448165682,50.704771264212212,chata Lesovna,131,Pec pod Sněžkou,11228334,Emil Havelka
15.874149014439771,49.480051318101843,,179,Bohdalov,11228334,Emil Havelka
15.733137448165682,50.704771264212212,,131,Pec pod Sněžkou,11228334,Emil Havelka
15.738313598047577,50.696052680321557,,195,Pec pod Sněžkou,11228334,Emil Havelka
16.074852690187065,50.147779675881843,,17. listopadu 970,Týniště nad Orlicí,16770048,Emil Veselý
17.815624888844756,49.037865111611538,,Čtvrť 1. máje 177,Bojkovice,46177582,Emilie Lahutová
17.243426808016032,49.836886244856011,Emilie Salvová,2,Jiříkov,46610600,Emilie Salvová
14.469427697696572,50.010198566630528,,Dobronická 1257,Praha,26029723,"Empiri Wood Design, s.r.o."
17.645901955999509,49.024203401168869,,Masarykovo nám. 162,Uherský Brod,25516264,"Enfin CZ, a.s."
17.465773244034647,49.041154422331452,,Pekařská 1457,Kunovice,25516264,"Enfin CZ, a.s."
17.459640213948116,49.068500322055748,,Protzkarova 33,Uherské Hradiště,25516264,"Enfin CZ, a.s."
13.88399930261475,48.910372920171639,,U Nádraží 389,Volary,26078635,"ESO Volary, s.r.o."
13.895754400810123,48.910539573939495,,Sídl. Míru 282,Volary,26078635,"ESO Volary, s.r.o."
12.675263802491957,50.188116888723464,,Dlouhá 87,Královské Poříčí,49194232,"Euroelemont, s.r.o."
14.44657276708849,50.255234647256366,,12,Neratovice,25120778,"Eurochemie, s.r.o."
14.571059214871731,50.740298311986315,,74,Nový Bor,1840282,Eva Bělotová
14.14935106418794,50.509458635081877,,Prokopa Holého 81,Terezín,86855778,Eva Brůžová
17.206136007790196,49.341649468857995,,Komenského nám. 27,Němčice nad Hanou,47334568,Eva Drobná
14.68969532459414,49.829151515261508,,19,Mrač,47080337,Eva Gruberová
17.916505305530698,49.066838146729843,Smíšené zboží,167,Rokytnice,68644965,Eva Hamalčíková
14.341053772677023,48.858076718718557,,2,Zlatá Koruna,43823998,Eva Hanišová
17.012033101367905,49.914232920053109,,222,Hrabišín,60968443,Eva Kamlerová
16.519805001601792,48.981009922535819,,Komenského 259,Pohořelice,45635145,Eva Knězáčková
14.723895144706741,50.796999410338543,,28,Jablonné v Podještědí,19032757,Eva Koprnická
13.729249126509449,50.233553805922803,,57,Domoušice,47786493,Eva Machová
13.704825489569162,50.250077165030945,,33,Pnětluky,47786493,Eva Machová
13.046458752049823,50.174513616536814,,Bražec 57,Hradiště,69438455,Eva Martináková
17.557396880239139,50.044781795304786,,101,Čaková,60297000,Eva Matějáková
17.583429467939272,50.045389100726482,,117,Zátor,60297000,Eva Matějáková
13.38415224291178,49.931514264959112,Eva Medulová,Plzeňská 552,Plasy,65536053,Eva Medulová
14.534435843519534,50.295832305135995,,217,Tuhaň,41464273,Eva Obrajtrová
14.033852579704385,49.688381701515532,,Protifašistických bojovníků 45,Příbram,45860696,Eva Paterová
16.349973852691331,49.157264579889791,,Masarykova 71,Zbýšov,49128051,Eva Rapantová
16.080537063034733,49.566181259991929,,Soškova 230,Nové Město na Moravě,62835823,Eva Slámová
13.703235678673972,49.675592216028527,,19,Skořice,72282207,Eva Suchá
17.56953200964298,49.236769642734423,,180,Sazovice,75338831,Eva Valčíková
15.769066778328789,50.033814817630038,,Smilova 547,Pardubice,46462082,Eva Vokřálová
14.320828159810372,49.964465320845306,,Nad statkem 1436,Černošice,61015903,Eva Zíková
15.186646723167458,50.030930661423916,,Pražská 979,Kolín,10249087,Evžen Šticha
15.27029808810668,50.734551643387398,,Hlavní 1348,Smržovka,25035401,"Ex-postčs, s.r.o."
14.014240562007288,49.688598858416398,,Dlouhá 159,Příbram,47543426,"Exim, s.r.o."
13.950865057582297,49.674564701728023,,8,Příbram,47543426,"Exim, s.r.o."
13.989106966882265,49.682889871703559,,náměstí J. A. Alise 289,Příbram,45148546,"Fa Beck, s.r.o."
17.480028455350084,50.06430034149313,,183,Široká Niva,25872729,"Fabio Group, s.r.o."
16.512830499898257,49.174364605356359,Agip,80,Troubsko,60724234,"Fagia, s.r.o. v likvidaci"
16.511869832820206,49.173521656656256,,78,Troubsko,60724234,"Fagia, s.r.o. v likvidaci"
13.291732248544564,49.39546454534252,,Denisova 93,Klatovy,29111013,"Farmářský obchod, s.r.o."
15.637023326293598,50.370288228503,,Maixnerova 526,Hořice,47547111,"FDI - Europe, s.r.o."
14.768599626902418,50.770370234701502,,Lužická 13,Jablonné v Podještědí,25000063,"Feronova, s.r.o."
16.435049125294359,49.342140823007938,,Hornická 1698,Tišnov,46900641,"Fipo, s.r.o."
13.995118989083661,49.688409149952967,,Husova 298,Příbram,47538325,"Firea, s.r.o."
13.725918276565464,50.103193301824746,,Trojanova 2106,Rakovník,62954491,"Flamingo Rakovník, s.r.o."
13.735712639053713,50.105467918206664,,Čelakovského 290,Rakovník,62954491,"Flamingo Rakovník, s.r.o."
17.035237238837201,48.856002038346112,areál Kratina,Hodonínská 878,Dolní Bojanovice,25302485,"Flammax, s.r.o."
17.030588712095255,48.856885416172474,,Hlavní 406,Dolní Bojanovice,25302485,"Flammax, s.r.o."
18.695528212570405,49.65630745428043,,3,Vendryně,65139933,"Flip, s.r.o."
18.679171794823134,49.669847597037595,,nám. T. G. Masaryka 404,Třinec,65139933,"Flip, s.r.o."
17.478905088797987,49.122165940543297,ENA potraviny,547,Babice,25876732,"Folget, s.r.o."
16.885497885633569,49.593037859781234,ENA potraviny,Husova 406,Konice,25876732,"Folget, s.r.o."
14.972277555983746,50.710367006152815,Potraviny CBA,130,Světlá pod Ještědem,25876732,"Folget, s.r.o."
15.064596820125931,50.738715741314323,Potraviny CBA,Česká 504,Liberec,25876732,"Folget, s.r.o."
15.179880862598194,50.879469465540573,Potraviny CBA,557,Hejnice,25876732,"Folget, s.r.o."
14.989761286288221,50.658443653165108,Potraviny CBA,Svobody 83,Český Dub,25876732,"Folget, s.r.o."
15.096677063492702,50.744777310194067,Potraviny CBA,Zámecký vrch 1413,Liberec,25876732,"Folget, s.r.o."
16.7629743721035,49.962226248822461,CBA č.770,nám. Míru 45,Štíty,25876732,"Folget, s.r.o."
17.015560461370679,49.98547065985516,CBA č.780,Lesní 129,Vikýřovice,25876732,"Folget, s.r.o."
17.398551236777656,48.918835366833385,CBA č.250,91,Kozojídky,25876732,"Folget, s.r.o."
17.324329393493084,50.301917957676181,CBA 790,Nádražní 306,Mikulovice,25876732,"Folget, s.r.o."
15.179880862598194,50.879469465540573,,557,Hejnice,25876732,"Folget, s.r.o."
16.9460998778227,50.160484348795187,,Školní 102,Staré Město,25876732,"Folget, s.r.o."
16.554683875881665,49.14100046431264,,154,Nebovidy,25876732,"Folget, s.r.o."
17.392785465171649,48.950496986432476,,Hutník 1505,Veselí nad Moravou,25876732,"Folget, s.r.o."
17.006604937190552,49.568269879017386,,104,Pěnčín,25876732,"Folget, s.r.o."
14.972277555983746,50.710367006152815,,130,Světlá pod Ještědem,25876732,"Folget, s.r.o."
16.7629743721035,49.962226248822461,,nám. Míru 45,Štíty,25876732,"Folget, s.r.o."
14.989761286288221,50.658443653165108,,Svobody 83,Český Dub,25876732,"Folget, s.r.o."
15.084355324541619,50.74127042848697,,Nad Strání 1430,Liberec,25876732,"Folget, s.r.o."
16.605063271328362,50.119855530972558,,62,České Petrovice,25876732,"Folget, s.r.o."
17.395902809312247,50.25721490708672,,Wolkerova 721,Zlaté Hory,25876732,"Folget, s.r.o."
16.626856018728667,50.096035272430278,,84,Mladkov,25876732,"Folget, s.r.o."
17.01303398779784,49.946204992524962,,429,Nový Malín,25876732,"Folget, s.r.o."
17.015560461370679,49.98547065985516,,Lesní 129,Vikýřovice,25876732,"Folget, s.r.o."
15.064596820125931,50.738715741314323,,Česká 504,Liberec,25876732,"Folget, s.r.o."
17.416009559153935,48.912595709377847,,91,Hroznová Lhota,25876732,"Folget, s.r.o."
16.626856018728667,50.096035272430278,,84,Mladkov,25876732,"Folget, s.r.o."
16.631757080990027,49.407543338891436,,Ol. Blažka 495,Rájec-Jestřebí,25876732,"Folget, s.r.o."
17.35575708231087,48.935831664813101,,Hlavní 666,Vnorovy,25876732,"Folget, s.r.o."
15.06459682677623,51.019062076334983,,10,Habartice,25876732,"Folget, s.r.o."
17.003016618466681,49.587438881162612,,104,Laškov,25876732,"Folget, s.r.o."
16.912650431216967,49.908725636075658,,Komenského 137,Postřelmov,25876732,"Folget, s.r.o."
17.134375777369822,50.227214395563571,,194,Lipová-lázně,25876732,"Folget, s.r.o."
17.378038208157992,49.914235594960658,,Osvobození 357,Břidličná,25876732,"Folget, s.r.o."
17.384166827641671,50.116886834830922,,Husova 470,Vrbno pod Pradědem,25876732,"Folget, s.r.o."
16.605063271328362,50.119855530972558,,62,České Petrovice,25876732,"Folget, s.r.o."
17.478905088797987,49.122165940543297,,547,Babice,25876732,"Folget, s.r.o."
17.391606872617249,48.908140776118543,,44,Žeraviny,25876732,"Folget, s.r.o."
16.885497885633569,49.593037859781234,,Husova 406,Konice,25876732,"Folget, s.r.o."
18.065156640847931,49.110860412472668,,195,Nedašov,18131654,František Hořák
14.946154899783961,49.423209665686542,,193,Obrataň,47249218,František Jareš
14.368091973927491,49.452180121637419,,L. Janáčka 1341,Milevsko,18282016,František Jedlička
17.088030480449483,50.077532800709911,,201,Loučná nad Desnou,40323536,František Lindemann
13.721226041258106,50.105535860966853,,Sportovní 99,Rakovník,11265035,František Muška
13.865518328906854,49.601783098786498,,Palackého 231,Rožmitál pod Třemšínem,10208755,František Pánek
14.150535449173823,49.34742241399001,,32,Vrcovice,15797520,František Podhradský
14.55912161936554,50.755797751707171,,Česká 439,Nový Bor,44558864,František Rasocha
17.903068274394148,49.712423153359552,,nám. Komenského 8,Fulnek,64971473,František Schindler
13.962471563465479,49.066637331495855,,9,Chlumany,14494248,František Šíma
16.918788582597156,49.942864534136,,plk. Karla Hlásného 779,Bludov,15389308,František Špička
15.361218288979348,50.439481955159586,,Kosmonautů 780,Jičín,68493363,František Václavík
13.309483374669698,49.755728174465879,Čerpací stanice,Chebská 522,Plzeň,67114997,Gabriela Čermáková
14.585854546514808,49.904034112175793,,Ringhofferovo náměstí 550,Kamenice,45874565,Gai Tran Thi
24.835080909714836,-59.948510465110843,,Na náměstí 89,Davle,45874565,Gai Tran Thi
18.437718173000349,49.876626962403328,,F. S. Tůmy 1200,Orlová,25389157,"Gattom - M.T.G., s.r.o."
18.746838147206581,49.595618496347356,,908,Návsí,61583570,Gertruda Chowancová
16.882676001230656,49.15782157620778,,Zlatá Hora 1412,Slavkov u Brna,67267181,Giang Nguyen Thi
15.141018190995256,50.620228255552398,,170,Jenišovice,25014196,"Glens, s.r.o., v likvidaci"
