ADRESA,,x,y,FIRMA,NAZEV,SUMCID,COUNT
"Dukelských hrdinů 1640, Kladno",Kladno,14.105289900000001,50.146886400000000,"Lidl Česká republika, v.o.s.",,133864788.0000000000000000,10070.0000000000000000
"Přímá 671, Zlín",Zlín,17.640721400000000,49.220487200000008,"AHOLD Czech Republic, a. s.",,30822220.0000000000000000,5341.0000000000000000
"Teplého 2806, Pardubice",Pardubice,15.761449100000000,50.027482300000003,"Penny Market, s.r.o.",,114395233.0000000000000000,10178.0000000000000000
"Hrdinů odboje 1606, Rychnov nad Kněžnou",Rychnov nad Kněžnou,16.283412100000000,50.157776800000001,"Billa, s.r.o.",,63040122.0000000000000000,4890.0000000000000000
"Plovdivská 3426/7, Praha",Praha,14.418421100000000,50.006529499999999,"Billa, s.r.o.",supermarket,120476599.0000000000000000,9239.0000000000000000
"Ing. Fr. Janečka 546, Týnec nad Sázavou",Týnec nad Sázavou,14.588992299999999,49.832152099999988,"Lidl Česká republika, v.o.s.",,155843331.0000000000000000,12631.0000000000000000
"Velenická 72/2, Praha",Praha,14.487037200000000,50.013653400000003,"Tesco Stores ČR, a.s.",Supermarket Kunratice,54077088.0000000000000000,3945.0000000000000000
"Kaplanova 1803/2c, Kroměříž",Kroměříž,17.404421800000001,49.307037500000000,"Penny Market, s.r.o.",,14576053.0000000000000000,1996.0000000000000000
"Jateční 5156/4, Jablonec nad Nisou",Jablonec nad Nisou,15.158617100000001,50.715300300000003,"Kaufland Česká republika, v.o.s.",OD Kaufland Jablonec nad Nisou II.,106375451.0000000000000000,7429.0000000000000000
"Trousilova 2/1031, Praha 8",Praha,14.450859100000001,50.126973199999988,"AHOLD Czech Republic, a. s.",,99974506.0000000000000000,7795.0000000000000000
"Skandinávská 128/2, Brno",Brno,16.626835100000001,49.157532000000003,"Tesco Stores ČR, a.s.",Extra Brno Dolní Heršpice,1426936.0000000000000000,1189.0000000000000000
"Březinova 4248/62, Jihlava",Jihlava,15.601408500000000,49.402186299999997,"AHOLD Czech Republic, a. s.",,28970825.0000000000000000,4939.0000000000000000
"Nádražní 33, Chrastava",Chrastava,14.963998399999999,50.814326399999999,"Penny Market, s.r.o.",Penny Market,107257127.0000000000000000,8884.0000000000000000
"nábř. Dr. Beneše 2509, Rakovník",Rakovník,13.741045700000001,50.098885400000007,"Billa, s.r.o.",,92712766.0000000000000000,6486.0000000000000000
"Vítězná 2117/21, Karlovy Vary",Karlovy Vary,12.874106500000000,50.234759599999997,"Lidl Česká republika, v.o.s.",,73464289.0000000000000000,8687.0000000000000000
"Nádražní 1156/9, Šlapanice",Šlapanice,16.726757800000001,49.165775300000000,"AHOLD Czech Republic, a. s.",,335156693.0000000000000000,23600.0000000000000000
"Josefa Fouska 2643, Louny",Louny,13.806957799999999,50.354375599999997,"Penny Market, s.r.o.",Penny Market,70188532.0000000000000000,4422.0000000000000000
"Topolová 2915/16, Praha 10",Praha,14.507029200000000,50.057544900000003,"AHOLD Czech Republic, a. s.",,90555785.0000000000000000,6991.0000000000000000
"Brněnská 1342, Rosice",Rosice,16.403262800000000,49.183733500000002,"Lidl Česká republika, v.o.s.",,59086133.0000000000000000,4455.0000000000000000
"Třeboňská 1002/91, Karlovy Vary",Karlovy Vary,12.848886100000000,50.238938900000001,"Tesco Stores ČR, a.s.",Supermarket Tesco Karlovy Vary,123352903.0000000000000000,7636.0000000000000000
"sídl. Vajgar 730, Jindřichův Hradec",Jindřichův Hradec,15.016041200000000,49.137612599999997,"Billa, s.r.o.",,87078923.0000000000000000,6784.0000000000000000
"Vnoučkova 1699, Benešov",Benešov,14.688271100000000,49.783436700000003,"Billa, s.r.o.",,18927199.0000000000000000,9494.0000000000000000
"Masarova 2428/9, Brno - Líšeň",Brno,16.675674399999998,49.206213299999987,"AHOLD Czech Republic, a. s.",,14125254.0000000000000000,11777.0000000000000000
"Roztylská 2321/9, Praha 4",Praha,14.499368900000000,50.024406999999997,"AHOLD Czech Republic, a. s.",,43318218.0000000000000000,3141.0000000000000000
"Veveří 287/40, Brno",Brno,16.550384699999999,49.182728900000008,"AHOLD Czech Republic, a. s.",,43942070.0000000000000000,8134.0000000000000000
"Riegrova 1148, Jičín",Jičín,15.355495599999999,50.432049900000003,"Kaufland Česká republika, v.o.s.",OD Kaufland Jičín,156333137.0000000000000000,18548.0000000000000000
"Hradecká 2526/3, Praha 3",Praha,14.463390300000000,50.077266799999997,"AHOLD Czech Republic, a. s.",,85921996.0000000000000000,6774.0000000000000000
"Karlštejnská 1054, Černošice",Černošice,14.321700900000000,49.959159000000000,"Billa, s.r.o.",,49987510.0000000000000000,7361.0000000000000000
"Aviatická 1017/2, Praha",Praha,14.267565800000000,50.107726100000001,"Billa, s.r.o.",,39452810.0000000000000000,3483.0000000000000000
"Plzeňská 229, Beroun",Beroun,14.046084100000000,49.951672299999998,"Penny Market, s.r.o.",,9144577.0000000000000000,833.0000000000000000
"Průběžná 2551, České Budějovice",České Budějovice,14.468228399999999,48.992170500000000,"Penny Market, s.r.o.",,12886902.0000000000000000,5939.0000000000000000
"Třída Vítězství 841, Kunovice",Kunovice,17.467038200000001,49.048481600000002,"AHOLD Czech Republic, a. s.",,163593633.0000000000000000,15783.0000000000000000
"Okružní 5454, Zlín",Zlín,17.667605200000001,49.236209100000004,"Penny Market, s.r.o.",,44558088.0000000000000000,11277.0000000000000000
"Zámecká 4, Tachov",Tachov,12.630938300000000,49.796503600000001,"AHOLD Czech Republic, a. s.",,118299130.0000000000000000,8840.0000000000000000
"Jeremiášova 1239/7a, Praha",Praha,14.314684099999999,50.042751299999999,"Billa, s.r.o.",Stodůlky,103420991.0000000000000000,5769.0000000000000000
"Lorecká 655, Kutná Hora",Kutná Hora,15.270793800000000,49.954439000000001,"Billa, s.r.o.",,115059496.0000000000000000,13901.0000000000000000
"Korunní 810/104, Praha",Praha,14.456312000000000,50.075339700000008,"Billa, s.r.o.",,199085516.0000000000000000,15419.0000000000000000
"Husova 661/1, Mimoň",Mimoň,14.728773500000001,50.653737799999988,"Tesco Stores ČR, a.s.",Supermarket Tesco Mimoň,83497037.0000000000000000,5487.0000000000000000
"Volgogradská 2972, Tábor",Tábor,14.687847400000001,49.393625100000001,"Kaufland Česká republika, v.o.s.",OD Kaufland Tábor,16022002.0000000000000000,812.0000000000000000
"U Fortny 49/10, Opava",Opava,17.900745100000002,49.940921600000003,"Spar Česká obchodní společnost, s.r.o.",SPAR Opava (supermarket),75359536.0000000000000000,6859.0000000000000000
"Netroufalky 770, Brno",Brno,16.565912200000000,49.176850199999997,"Tesco Stores ČR, a.s.",Hypermarket Tesco Brno Bohunice,3006928.0000000000000000,2480.0000000000000000
"Kamenice 745/1, Brno",Brno,16.582028200000000,49.173966999999998,"Kaufland Česká republika, v.o.s.",OD Kaufland Brno-Bohunice,2994514.0000000000000000,2610.0000000000000000
"Marie Pomocné 2154/38, Litoměřice",Litoměřice,14.143329200000000,50.533616100000003,"Penny Market, s.r.o.",,19246684.0000000000000000,2310.0000000000000000
"Skuteckého 49/3, Praha",Praha,14.310515400000000,50.065313300000000,"Billa, s.r.o.",,89603586.0000000000000000,6693.0000000000000000
"Tyršova 1731/66, Kuřim",Kuřim,16.547163200000000,49.296295299999997,"Lidl Česká republika, v.o.s.",,34150129.0000000000000000,3098.0000000000000000
"Dukelská, Opava",Opava,17.888774800000000,49.937162800000003,"Lidl Česká republika, v.o.s.",,47162888.0000000000000000,4274.0000000000000000
"Českobrodská, Praha",Praha,14.567004400000000,50.087415900000003,"Spar Česká obchodní společnost, s.r.o.",SPAR Jahodnice,7314328.0000000000000000,935.0000000000000000
"Nádražní 2318/4, Blansko",Blansko,16.649850199999999,49.353251800000002,"AHOLD Czech Republic, a. s.",,136244789.0000000000000000,14983.0000000000000000
"Tyršova 393, Semily",Semily,15.332549100000000,50.601636499999998,"Penny Market, s.r.o.",Penny Market,6760473.0000000000000000,419.0000000000000000
"Pražská 1706, Humpolec",Humpolec,15.346310900000001,49.541761299999997,"Penny Market, s.r.o.",Penny Market,34960454.0000000000000000,4690.0000000000000000
"Východní 2063, Staré Město",Staré Město,17.456129900000001,49.077281100000008,"Lidl Česká republika, v.o.s.",,22653710.0000000000000000,2690.0000000000000000
"Třída Tomáše Bati 4074, Zlín",Zlín,17.679998800000000,49.225510999999997,"AHOLD Czech Republic, a. s.",,40546165.0000000000000000,11762.0000000000000000
"Makovského 1219/27, Praha 6",Praha,14.301434700000000,50.065386399999987,"AHOLD Czech Republic, a. s.",,104418735.0000000000000000,6189.0000000000000000
"Srbská 2653/51, Brno",Brno,16.585836700000002,49.229162000000002,"Billa, s.r.o.",,5563983.0000000000000000,4903.0000000000000000
"Na Žižkově 9731, Liberec",Liberec,15.062569500000000,50.753141999999997,"Penny Market, s.r.o.",Penny Market,101928523.0000000000000000,6413.0000000000000000
"Tovární 332, Cvikov",Cvikov,14.639430100000000,50.772464700000000,"Penny Market, s.r.o.",Penny Market,43581168.0000000000000000,7410.0000000000000000
"Vřesová 2908/11, Šumperk",Šumperk,16.969089199999999,49.957407400000001,"AHOLD Czech Republic, a. s.",,75599909.0000000000000000,8219.0000000000000000
"Chebská 370/81a, Karlovy Vary",Karlovy Vary,12.824735600000000,50.226000199999987,"Tesco Stores ČR, a.s.",Hypermarket Karlovy Vary,76870040.0000000000000000,8001.0000000000000000
"17. listopadu 6225/74, Ostrava",Ostrava,18.163343000000001,49.829675000000002,"Lidl Česká republika, v.o.s.",,178481671.0000000000000000,16880.0000000000000000
"Olomoucká 2844/115, Opava",Opava,17.877585900000000,49.931709200000000,"AHOLD Czech Republic, a. s.",,168580535.0000000000000000,17858.0000000000000000
"Masarykova 3552, Havlíčkův Brod",Havlíčkův Brod,15.572852900000001,49.617006900000000,"Penny Market, s.r.o.",Penny Market,54896984.0000000000000000,5660.0000000000000000
"Ztracená 3176/2, Přerov",Přerov,17.459152000000000,49.448027300000000,"Penny Market, s.r.o.",,53305249.0000000000000000,4138.0000000000000000
"Střelničná 2270/46, Praha",Praha,14.482283000000001,50.127520900000000,"Kaufland Česká republika, v.o.s.",OD Kaufland Praha - Malý Klín,193845585.0000000000000000,13446.0000000000000000
"Hviezdoslavova 1318/8, Brno",Brno,16.676425900000002,49.182270099999997,"Penny Market, s.r.o.",,3374325.0000000000000000,1802.0000000000000000
"U pošty 12/401, Brno",Brno,16.565690300000000,49.168019500000000,"AHOLD Czech Republic, a. s.",,21955341.0000000000000000,10659.0000000000000000
"Mánesova 1948, České Budějovice",České Budějovice,14.472481300000000,48.967816799999987,"Billa, s.r.o.",,12662200.0000000000000000,5735.0000000000000000
"Obchodní zóna 260, Otvice",Otvice,13.444453700000000,50.484595200000001,"Kaufland Česká republika, v.o.s.",OD Kaufland Chomutov-Otvice,26451173.0000000000000000,1711.0000000000000000
"Mazancova 3058/2, Praha",Praha,14.420186500000000,50.013092000000000,"Billa, s.r.o.",LABE,101014862.0000000000000000,6058.0000000000000000
"Horní, Ostrava",Ostrava,18.253745599999998,49.781422999999997,"Penny Market, s.r.o.",Penny Market,279129703.0000000000000000,18401.0000000000000000
"Dragounská 6/2529, Cheb",Cheb,12.367723700000001,50.071562600000000,"Spar Česká obchodní společnost, s.r.o.",INTERSPAR Cheb (hypermarket),61179828.0000000000000000,12250.0000000000000000
"Vodičkova 710/31, Praha",Praha,14.424245700000000,50.081356499999998,"Billa, s.r.o.",,33787048.0000000000000000,2704.0000000000000000
"Kojetínská 3133/10, Přerov",Přerov,17.443368199999998,49.449930199999997,"Tesco Stores ČR, a.s.",Hypermarket Přerov,73123096.0000000000000000,6376.0000000000000000
"Fialova 2974/18, Šumperk",Šumperk,16.979844000000000,49.962168899999988,"Penny Market, s.r.o.",,22187065.0000000000000000,1826.0000000000000000
"Kollárova 2762/17, Jihlava",Jihlava,15.592367299999999,49.413442699999997,"AHOLD Czech Republic, a. s.",,76616150.0000000000000000,9964.0000000000000000
"Šimůnkova 1625/1, Praha",Praha,14.470269999999999,50.133033099999999,"Billa, s.r.o.",,233514108.0000000000000000,14599.0000000000000000
"Seifertova 570, Ústí nad Labem",Ústí nad Labem,14.105630400000001,50.672740400000002,"AHOLD Czech Republic, a. s.",,94010210.0000000000000000,6807.0000000000000000
"Denisova 2907/11, Přerov",Přerov,17.450694200000001,49.445809500000003,"AHOLD Czech Republic, a. s.",,54700139.0000000000000000,4995.0000000000000000
"náměstí 14. října 83/15, Praha",Praha,14.406680400000001,50.073922699999997,"Tesco Stores ČR, a.s.",Supermarket Tesco Praha Smíchovská tržni,149028695.0000000000000000,11782.0000000000000000
"Kolbenova 956/27a, Praha",Praha,14.536913100000000,50.109826400000003,"Lidl Česká republika, v.o.s.",,25114026.0000000000000000,1951.0000000000000000
"Sportovní 594/21, Brno",Brno,16.604209200000000,49.215343500000003,"Kaufland Česká republika, v.o.s.",OD Kaufland Brno-Ponava,3492054.0000000000000000,3106.0000000000000000
"U Potoka 3471, Mělník",Mělník,14.489789999999999,50.349959299999988,"Penny Market, s.r.o.",,14205331.0000000000000000,1478.0000000000000000
"Okružní 855/33, Brno",Brno,16.622105200000000,49.234146499999987,"Billa, s.r.o.",,30424040.0000000000000000,8840.0000000000000000
"Revoluční 3470, Frýdek-Místek",Frýdek-Místek,18.347866000000000,49.687399799999987,"Kaufland Česká republika, v.o.s.",OD Kaufland Frýdek Místek,118587627.0000000000000000,12146.0000000000000000
"Vondrákova 825/13, Brno",Brno,16.528081799999999,49.221894800000001,"AHOLD Czech Republic, a. s.",,2730396.0000000000000000,2346.0000000000000000
"Nádražní 586, Semily",Semily,15.327905100000001,50.601615600000002,"Lidl Česká republika, v.o.s.",,51490142.0000000000000000,2976.0000000000000000
"Pražská 2017, Pelhřimov",Pelhřimov,15.213699300000000,49.437982200000000,"Penny Market, s.r.o.",,14864771.0000000000000000,1271.0000000000000000
"Horská 647, Trutnov",Trutnov,15.890612500000000,50.583612100000003,"Kaufland Česká republika, v.o.s.",OD Kaufland Trutnov,91380385.0000000000000000,5892.0000000000000000
"Polská 105, Náchod",Náchod,16.170706599999999,50.398519299999997,"AHOLD Czech Republic, a. s.",,27167368.0000000000000000,3028.0000000000000000
"Klášterní 3630, Mělník",Mělník,14.474828499999999,50.358219200000001,"Kaufland Česká republika, v.o.s.",OD Kaufland Mělník,112118759.0000000000000000,12765.0000000000000000
"Palackého 4570/96, Jablonec nad Nisou",Jablonec nad Nisou,15.156707600000001,50.744632899999999,"Penny Market, s.r.o.",,76722134.0000000000000000,5498.0000000000000000
"Prodloužená 807, Ostrava",Ostrava,18.264251900000001,49.773696600000001,"Tesco Stores ČR, a.s.",Extra Ostrava Hrabvová,71146803.0000000000000000,5020.0000000000000000
"U Přehrady 4596/42a, Jablonec nad Nisou",Jablonec nad Nisou,15.182333600000000,50.733680100000001,"Tesco Stores ČR, a.s.",Supermarket Tesco Jablonec nad Nisou,164012689.0000000000000000,16102.0000000000000000
"Dvořákova 4054/10, Hodonín",Hodonín,17.120400799999999,48.851999499999998,"Lidl Česká republika, v.o.s.",,5043102.0000000000000000,964.0000000000000000
"tř. Václava Klementa 1459, Mladá Boleslav",Mladá Boleslav,14.915460800000000,50.420259799999997,"Billa, s.r.o.",,142763975.0000000000000000,12424.0000000000000000
"Obchodní 2598, Písek",Písek,14.158663100000000,49.297353899999997,"Penny Market, s.r.o.",,92637640.0000000000000000,7119.0000000000000000
"Ladova 3325/2a, Ústí nad Labem",Ústí nad Labem,14.027833299999999,50.678478400000003,"Billa, s.r.o.",,280531684.0000000000000000,15131.0000000000000000
"Havlíčkova 4797/12, Jihlava",Jihlava,15.588982600000000,49.400368399999998,"Billa, s.r.o.",,7136441.0000000000000000,1217.0000000000000000
"Rudolfovská tř. 670, České Budějovice",České Budějovice,14.495957799999999,48.979439799999987,"Penny Market, s.r.o.",Penny Market,19667320.0000000000000000,3204.0000000000000000
"Dolní Kamenná 1025/8, Karlovy Vary",Karlovy Vary,12.848916500000000,50.231941100000000,"Lidl Česká republika, v.o.s.",,9342602.0000000000000000,1493.0000000000000000
"Gerská 2030/23, Plzeň",Plzeň,13.368671400000000,49.778783799999999,"AHOLD Czech Republic, a. s.",,145892211.0000000000000000,8589.0000000000000000
"Domažlická 870, Klatovy",Klatovy,13.286020000000001,49.395538199999997,"Penny Market, s.r.o.",,32571182.0000000000000000,4131.0000000000000000
"Libušina třída 581/6, Brno",Brno,16.533347899999999,49.196872599999999,"AHOLD Czech Republic, a. s.",,41595913.0000000000000000,8121.0000000000000000
"U staré pošty 8/1, Praha",Praha,14.413717200000001,50.036027799999999,"Penny Market, s.r.o.",Penny Market,174743504.0000000000000000,13878.0000000000000000
"Klapkova 3/26, Praha 8",Praha,14.456122700000000,50.124081300000000,"AHOLD Czech Republic, a. s.",,37834483.0000000000000000,2948.0000000000000000
"Jičínská 1349, Mladá Boleslav",Mladá Boleslav,14.936167800000000,50.412128899999999,"Spar Česká obchodní společnost, s.r.o.",,2413947.0000000000000000,175.0000000000000000
"Nádražní 1702/57, České Budějovice",České Budějovice,14.486147700000000,48.978556500000003,"AHOLD Czech Republic, a. s.",,4434128.0000000000000000,2036.0000000000000000
"Marie Majerové 2241, Sokolov",Sokolov,12.669451600000000,50.175501799999999,"Tesco Stores ČR, a.s.",Hypermarket Tesco Sokolov,65619349.0000000000000000,3836.0000000000000000
"Palackého třída 2760, Pardubice",Pardubice,15.750347300000000,50.032722300000003,"Lidl Česká republika, v.o.s.",,158366775.0000000000000000,15090.0000000000000000
"Masarykovo nám. 1069, Vizovice",Vizovice,17.853811900000000,49.221600000000002,"AHOLD Czech Republic, a. s.",,281706516.0000000000000000,21360.0000000000000000
"Popradská 1510, Ústí nad Orlicí",Ústí nad Orlicí,16.404430699999999,49.977555199999998,"Lidl Česká republika, v.o.s.",,126312246.0000000000000000,7561.0000000000000000
"Jiráskova 1569, Rychnov nad Kněžnou",Rychnov nad Kněžnou,16.271199599999999,50.165990099999988,"Lidl Česká republika, v.o.s.",,82203095.0000000000000000,7306.0000000000000000
"Frýdecká 440, Praha",Praha,14.508276100000000,50.138540700000000,"Spar Česká obchodní společnost, s.r.o.",SPAR Letňany (supermarket),199735155.0000000000000000,14014.0000000000000000
"Horní 1117, Chodov",Chodov,12.746815600000000,50.232461099999988,"Lidl Česká republika, v.o.s.",,80844344.0000000000000000,7752.0000000000000000
"Matějská 2352/76, Praha 6",Praha,14.379770100000000,50.112696000000000,"AHOLD Czech Republic, a. s.",,126267660.0000000000000000,9923.0000000000000000
"Nádražní 172, Klatovy",Klatovy,13.287617400000000,49.398630500000003,"Billa, s.r.o.",,125764791.0000000000000000,11558.0000000000000000
"Na Chmelnicích 128, Plzeň - Severní Předměstí",Plzeň - Severní Předměstí,13.347605300000000,49.763586699999998,"AHOLD Czech Republic, a. s.",,107266137.0000000000000000,9137.0000000000000000
"Smetanovy sady 2152, Jirkov",Jirkov,13.446472200000001,50.500430399999999,"Tesco Stores ČR, a.s.",Hypermarket Tesco Jirkov,61208560.0000000000000000,8286.0000000000000000
"Pionýrů 2280, Frýdek-Místek",Frýdek-Místek,18.339845100000002,49.682055200000001,"Penny Market, s.r.o.",,35992956.0000000000000000,8961.0000000000000000
"Žacléřská 1040/1, Praha",Praha,14.550326300000000,50.132156299999998,"Billa, s.r.o.",,139184942.0000000000000000,10162.0000000000000000
"M. Horákové 1583, České Budějovice",České Budějovice,14.439333400000001,48.983916099999988,"Penny Market, s.r.o.",,259001512.0000000000000000,15148.0000000000000000
"Křejpského 1752/2, Praha",Praha,14.515099700000000,50.025627000000007,"Billa, s.r.o.",Rozvoj,196664725.0000000000000000,10228.0000000000000000
"Sokolská 924, Doksy",Doksy,14.655019400000000,50.568370100000003,"Penny Market, s.r.o.",Penny Market,62801366.0000000000000000,3637.0000000000000000
"Žalanského 631/61a, Praha",Praha,14.296413700000000,50.068100299999998,"Penny Market, s.r.o.",,41478420.0000000000000000,3164.0000000000000000
"Velkomoravská 1652/18, Hodonín",Hodonín,17.118815000000001,48.851258600000001,"AHOLD Czech Republic, a. s.",,46309919.0000000000000000,4644.0000000000000000
"Rooseveltova 520/100, Olomouc",Olomouc,17.256579100000000,49.577105199999998,"Penny Market, s.r.o.",,80837174.0000000000000000,4743.0000000000000000
"Dukel. hrdinů 2664, Rakovník",Rakovník,13.714434100000000,50.107298000000000,"Lidl Česká republika, v.o.s.",,79175956.0000000000000000,4811.0000000000000000
"Patrice Lumumby 2444/1, Ostrava",Ostrava,18.228076000000001,49.788236800000000,"Billa, s.r.o.",BILLA-LUNA,200981502.0000000000000000,17846.0000000000000000
"Velehradská třída 1206, Uherské Hradiště",Uherské Hradiště,17.462788600000000,49.070055000000004,"AHOLD Czech Republic, a. s.",,45585136.0000000000000000,2683.0000000000000000
"Na Veselce 1117, Úpice",Úpice,16.009661600000001,50.513945000000000,"Penny Market, s.r.o.",,62470270.0000000000000000,4952.0000000000000000
"Vyskočilova 181/4, Praha 4",Praha,14.454212000000000,50.047861200000000,"AHOLD Czech Republic, a. s.",,15216728.0000000000000000,1211.0000000000000000
"30. dubna 2976/3a, Ostrava",Ostrava,18.283241400000001,49.840195399999999,"AHOLD Czech Republic, a. s.",,72630331.0000000000000000,6509.0000000000000000
"Evropská 337, Příbram",Příbram,14.005875600000000,49.695113799999987,"Lidl Česká republika, v.o.s.",,41931573.0000000000000000,5077.0000000000000000
"Brněnská 801/1, Svitavy",Svitavy,16.475104699999999,49.752850199999997,"Penny Market, s.r.o.",Penny Market,28827782.0000000000000000,1503.0000000000000000
"Písečná 5376, Chomutov",Chomutov,13.437675100000000,50.485023400000003,"Tesco Stores ČR, a.s.",Supermarket Tesco Chomutov,109290861.0000000000000000,8809.0000000000000000
"Lazecká 49/33, Olomouc",Olomouc,17.251554200000001,49.602719600000000,"Lidl Česká republika, v.o.s.",,95215405.0000000000000000,8800.0000000000000000
"Jablonecká 423/70, Praha",Praha,14.493807100000000,50.125427999999999,"Penny Market, s.r.o.",Penny Market,98138731.0000000000000000,7443.0000000000000000
"Václavská 1051, Chrudim",Chrudim,15.806444300000001,49.940844100000000,"Penny Market, s.r.o.",Penny Market,31076699.0000000000000000,3199.0000000000000000
"Nádražní 4A/1939, Karviná",Karviná,18.530194200000000,49.857050899999997,"AHOLD Czech Republic, a. s.",,78516490.0000000000000000,11080.0000000000000000
"Víta Nejedlého 1083/14, Hradec Králové",Hradec Králové,15.858486100000000,50.213530599999999,"Lidl Česká republika, v.o.s.",,69317383.0000000000000000,9535.0000000000000000
"Jihomoravské náměstí 1098/1, Brno",Brno,16.684759499999998,49.178730700000003,"AHOLD Czech Republic, a. s.",,96291883.0000000000000000,7014.0000000000000000
"M. R. Štefánika 2991/30, Šumperk",Šumperk,16.976392499999999,49.960656099999987,"Lidl Česká republika, v.o.s.",,10236609.0000000000000000,916.0000000000000000
"Plynárenská 3281, Teplice",Teplice,13.840978099999999,50.635983699999997,"Penny Market, s.r.o.",Penny Market,225246718.0000000000000000,14035.0000000000000000
"Na Kocandě 2201/35, Litoměřice",Litoměřice,14.146010000000000,50.536456100000002,"Kaufland Česká republika, v.o.s.",OD Kaufland Litoměřice,72028268.0000000000000000,6859.0000000000000000
"Hladnovská 1944/16, Ostrava",Ostrava,18.306102500000001,49.843520899999987,"Penny Market, s.r.o.",,118390680.0000000000000000,9761.0000000000000000
"Křižíkova 213/44, Praha 8",Praha,14.453090300000000,50.092848199999999,"AHOLD Czech Republic, a. s.",,65896416.0000000000000000,5139.0000000000000000
"Purkyňova 2986, Tábor",Tábor,14.677862100000000,49.411522599999998,"Penny Market, s.r.o.",Penny Market,60216672.0000000000000000,4647.0000000000000000
"5. května 689, Klatovy",Klatovy,13.296503100000001,49.382130300000000,"AHOLD Czech Republic, a. s.",,130179995.0000000000000000,11598.0000000000000000
"Sokolovská 2126/5, Nový Jičín",Nový Jičín,18.010041999999999,49.597840200000007,"Lidl Česká republika, v.o.s.",,93342833.0000000000000000,8583.0000000000000000
"Hartenberská 2533/2, Praha",Praha,14.590581600000000,50.109753099999999,"Lidl Česká republika, v.o.s.",,27282189.0000000000000000,1935.0000000000000000
"Václava Majera 2898, Louny",Louny,13.815910799999999,50.353225999999999,"Kaufland Česká republika, v.o.s.",OD Kaufland Louny,109986003.0000000000000000,11916.0000000000000000
"Vídeňská 100/117, Brno",Brno,16.602192100000000,49.156098800000002,"Tesco Stores ČR, a.s.",Hypermarket Tesco Brno Dolní Heršpice,18335862.0000000000000000,2920.0000000000000000
"Na Florenci 2116/15, Praha",Praha,14.435551000000000,50.088669899999999,"Spar Česká obchodní společnost, s.r.o.",SPAR Florentinum,10155762.0000000000000000,812.0000000000000000
"Bratří Čapků 1764, Náchod",Náchod,16.159780600000001,50.408706500000001,"AHOLD Czech Republic, a. s.",,29034676.0000000000000000,2538.0000000000000000
"Příborská 2270, Frýdek-Místek",Frýdek-Místek,18.326883800000001,49.670601900000001,"Tesco Stores ČR, a.s.",Hypermarket Frýdek-Místek,36435775.0000000000000000,4963.0000000000000000
"náměstí Míru 1356/8, Praha",Praha,14.437643899999999,50.075992900000003,"Spar Česká obchodní společnost, s.r.o.",SPAR Náměstí Míru ( citymarket ),111913519.0000000000000000,8950.0000000000000000
"Poděbradská 1037, Nymburk",Nymburk,15.053033299999999,50.188401100000000,"AHOLD Czech Republic, a. s.",,91423154.0000000000000000,10623.0000000000000000
"Kolbenova, Praha",Praha,14.514798799999999,50.110373499999987,"Penny Market, s.r.o.",Penny Market,3542777.0000000000000000,275.0000000000000000
"Hálkova 1647, Humpolec",Humpolec,15.355656900000000,49.539044799999999,"Lidl Česká republika, v.o.s.",,51742018.0000000000000000,6252.0000000000000000
"Nárožní 1488/8, Praha",Praha,14.330643800000001,50.054027599999998,"Lidl Česká republika, v.o.s.",,17983643.0000000000000000,1165.0000000000000000
"Černokostelecká 1919/12, Říčany",Říčany,14.654038999999999,50.005661099999998,"Billa, s.r.o.",Supermarket Billa Říčany,16288135.0000000000000000,2122.0000000000000000
"Plumlovská 456/32, Prostějov",Prostějov,17.103637400000000,49.472693799999988,"Spar Česká obchodní společnost, s.r.o.",,111727269.0000000000000000,8358.0000000000000000
"Kabátnická 1701/2, Most",Most,13.646835100000001,50.512009300000003,"Kaufland Česká republika, v.o.s.",OD Kaufland Most,30723638.0000000000000000,3136.0000000000000000
"Radlická 520/117, Praha 5",Praha,14.353745600000000,50.047605799999999,"AHOLD Czech Republic, a. s.",,104724037.0000000000000000,7539.0000000000000000
"Hlavní 1114, Zubří",Zubří,18.091794199999999,49.464044999999999,"Tesco Stores ČR, a.s.",Supermarket Tesco Zubří,192452108.0000000000000000,11527.0000000000000000
"Bezručova 1330/4a, Jeseník",Jeseník,17.205614199999999,50.235893200000000,"Lidl Česká republika, v.o.s.",,7142074.0000000000000000,1237.0000000000000000
"Polská 379, Náchod",Náchod,16.191478300000000,50.423924499999998,"Kaufland Česká republika, v.o.s.",OD Kaufland Náchod,38262463.0000000000000000,4181.0000000000000000
"Kurská 625/9, Brno",Brno,16.555003500000002,49.169151300000003,"AHOLD Czech Republic, a. s.",,127097114.0000000000000000,10913.0000000000000000
"Zahradní 1052, Kosmonosy",Kosmonosy,14.923961000000000,50.433353500000003,"Lidl Česká republika, v.o.s.",,69739936.0000000000000000,5565.0000000000000000
"U Kostela 4754/37, Jablonec nad Nisou",Jablonec nad Nisou,15.168530600000000,50.738931200000003,"Kaufland Česká republika, v.o.s.",OD Kaufland Jablonec nad Nisou,104717491.0000000000000000,5936.0000000000000000
"Sokolovská 2164, Tachov",Tachov,12.638531400000000,49.803359299999997,"Tesco Stores ČR, a.s.",Hypermarket Tesco Tachov,67201984.0000000000000000,4500.0000000000000000
